,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,"data/ABS-MOPS Variables - December 11 2024.xlsm: Unique Name for Variable 
On upload, will verify with those already in database to ensure unique and alert to those that are not

NOTE: 
1) Variable Names should be all caps with no spaces
2) Variables can not end with _# or _## as those are reserved for handling of repeating persons."
692,RCPT_ECOMM_WEB_STAT,B_SALES_PCT_US_TOT,Revenue from Electronic Sources: Website,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",48.3%,SALES_US_TOT_DPCT
693,PAY_ANN_CONWRK,WZWAGE,Annual Payroll for Construction Workers,Amount of internal research funds allocated to payroll for internal employees,48.3%,EXPS_RSRCH_PAYROLL_VAL
694,EXPS_REPAIR_NO_ARCHIVE,B_PROXY,"Was this consolidated reporting unit involved in maintenance and repair of buildings, structures, or communication lines owned by your enterprise?",Yes/No if person is reporting in behalf of business owners,48.2%,PROXY_REPRT_CODE
695,ADDR_STREET,RESP_EMAIL  ,Mailing Address Street,Contact Information: Email,48.2%,CERT_EMAIL_TXT
696,CLASS_GOV,B_COOP,"Class of Customer,  Governmental bodies (Federal, state, and local)","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",48.2%,COOP_PARTNER_LOC_CHKBOX
697,EMP_MAR12_CONWRK,B_TYPS_WRKS,"First  Quarter Employment,  Construction Workers",Types of workers that were used by the business,48.2%,WRKR_TYPE_CHKBOX
698,INCOM_DIV_VAL,B_RDFUND_FR_OTHBUS,Dividend income - Domestic and foreign,Domestic R&D costs paid by other foreign businesses,48.2%,FUNDS_RD_FORGN_OTHBUS_VAL
699,PAY_ANN_TOT_S,B_OPEXPENSE ,Total Leased Annual Payroll from All Clients,Total domestic operating expenses,48.2%,EXPS_TOT_VAL
700,INCOM_EXPS_NOP_DBCRD1_TXT,B_CRDSRC,Nonoperating income and expenses - principal debits and credits that contribute - Description - 1,Other sources of credit not listed,48.2%,CREDIT_SOURCES_CHKBOX
701,RCPT_OVERTOP_TOT_PCT,B_REV ,Percentage of receipts for over-the-top (OTT) services Total,Types of customers that accounted for 10% or more of total sales,48.2%,CUST_TYPE_10_PCT_SALES_CHKBOX
702,RETAIN_EARN_DIR_DBCRD_VAL,B_CRDSRC,Other direct credits (charges) to retained earnings - principal debits and credits that contribute - Amount,Other sources of credit not listed,48.2%,CREDIT_SOURCES_CHKBOX
703,RCPT_AUDVID_VAL,B_SALES_PCT_GOODS,"Sales, Shipments Receipts, or Revenue - Audio & video recordings","Percent of domestic sales, revenues, and grants coming from selling goods to customers",48.1%,SALES_GOODS_PCT
704,RCPT_CUSTORDGT50,B_DESIGNOUT ,Were more than half of the sales and receipts of this establishment derived from garments made to customer's order?,Yes/No if business provided design for goods that were contracted out,48.1%,MAN_DESIGNOUT_STAT
705,RCPT_CLIENT_U_GOVOWN,B_COOP,"Class of Customer,  Government-owned utilties","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",48.1%,COOP_PARTNER_LOC_CHKBOX
706,PRCH_ENT_PROFSVC,B_RDFUND_US_THISBUS,"Enterprise payments for other establishments,  purchased professional and technical services",Domestic R&D costs paid by this business,48.1%,FUNDS_RD_US_OWN_VAL
707,RENT_PAY_AUX_MACH,B_RD_MACHINE,"Auxiliary establishments,  Lease and rental payments for machinery, equipment, and other tangible items","Yes/No if business engaged in acquisition of machinery, equipment, or other tangible assets",48.1%,RD_MACHINE_STAT
708,HOTEL_OWNMNG_NUM,B_OWNERNUM,Number of Hotel Establishments: Self managed,Number of owners of the business,48.1%,OWNER_NUM_STAT
709,CLNC_SEE_PERF_MNG,PERFBONUSM,Measures of Clinical Performance - Who sees your organization's measures of clinical performance - Managers?,What were managers’ performance bonuses usually based on at this company,48.1%,EMP_MNG_BONUS_CODE
710,INV_PY_GOODS_TOT_DVAL,B_PATENT_OWNED ,"Inventories: Total, Prior Year",Number of patents owned,48.1%,PATENT_OWNED_NUM
711,PROP_MAR12_SPEECHPTH,O1_REASON_OWNBOSS ,"Proprietor or Partner by Occupation, Speech-language pathologists",Reason for owning business: Being their own boss,48.1%,OWNING_REASON_OWNBOSS_CODE
712,HOURS_MANOTH,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours, Other manufacturing or fabricating departments_x000D_
(nuts, bolts, steel containers, etc.)",Average number of hours of training that employees at this business received,48.1%,EMP_TRAIN_HRS_AVG
713,RCPT_CUST_LNGTEL_BUS_DVAL,B_SALES_TOT_US,Fixed Long Dist - Gov & Business revenue,"Amount of sales, revenue, and grants from domestic operations",48.1%,SALES_US_TOT_VAL
714,EXPS_DIR_CREDITS_VAL,B_CRDSRC,Other direct credits (charges) to retained earnings,Other sources of credit not listed,48.0%,CREDIT_SOURCES_CHKBOX
715,ASSET_CAPEX_VAL,WZDEPR,capex for depreciated assets,Amount of internal research funds allocated to depreciation and amortization of assets,48.0%,EXPS_RSRCH_DEPR_VAL
716,COST_CONTRACT_NONPRD,B_CONTRACTOUT,Contract work and nonproduction labor done for you by others,Yes/No if business contracted out manufacturing tasks,48.0%,MAN_CONTRACTOUT_STAT
717,RCPT_ECOMM,B_SALES_PCT_GOODS,"Were any of the sales, shipments, receipts, or revenue a result of e-commerce transactions?","Percent of domestic sales, revenues, and grants coming from selling goods to customers",48.0%,SALES_GOODS_PCT
718,INCOM_EXPS_NOP_DBCRD2_TXT,B_OPEXPENSE ,Nonoperating income and expenses - principal debits and credits that contribute - Description - 2,Total domestic operating expenses,48.0%,EXPS_TOT_VAL
719,PAY_METAL_TOT,B_EMPNUM_W2_TOTAL,"Steel Mill Department Wages,  Total",Total number of W2 paid employees and owners,48.0%,EMP_W2_TOT_DNUM
720,PROFIT_LOSS_DVAL,EXPNS,profit/loss amount,Amount of total expenses,48.0%,EXPS_TOT_VAL
721,NPATREV_OTHER_OP,B_WORLDEXP_TOTAL ,All other non-patient care operating  revenue,Total worldwide operating expenses,48.0%,EXPS_WORLD_TOT_VAL
722,RCPT_NEWS_PUB_VAL,TCPEX,Total Newspaper Revenue,Total capital expenditures,48.0%,CAPEX_TOT_VAL
723,EMP_DEC12_CONWRK,B_TYPS_WRKS,"Fourth Quarter Employment,  Construction Workers",Types of workers that were used by the business,47.9%,WRKR_TYPE_CHKBOX
724,EMP_MACH,B_TYPS_WRKS,"Selected MetalWorking Employment,  Machine shop",Types of workers that were used by the business,47.9%,WRKR_TYPE_CHKBOX
725,SUBSID_NONCONSOL_NUM,B_COOP,Number of corporations not consolidated in this report,Companieswithin the business group ,47.9%,COOP_PARTNER_LOC_CHKBOX
726,EMP_JUN12_PRDWRK_PY,WEMP,"Second Quarter Employment,  Production Workers  Prior Year",Number of employees as of March 12th,47.9%,EMP_MAR12_NUM
727,HOURS_FOUND,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours, Foundry (iron or steel)",Average number of hours of training that employees at this business received,47.9%,EMP_TRAIN_HRS_AVG
728,JOINT_COMPANY_ADDR_STATE_4,O4_NAME_TITLE,"Investors, State of Company Investor 4",Name of fourth owner,47.9%,OWNER4_NAME
729,EMP_MAR12_ASMBLY,B_CONTRACTIN_TYPE ,"Employment By Primary Occupation, 'Knockdown' assembly - assembling prefabricated components designed for a single application or reassembly of completed products",Types of companies that this business performed manufacturing for,47.8%,MAN_CONTRACTIN_CHKBOX
730,OPSTAT_SOLD_DATE,B_CEASED_MONTH,Operational Status: Sold or Leased Date,Month the business ceased operation,47.8%,OPSTAT_CEASED_MONTH_DATE
731,JOINT_COMPANY_ADDR_CITY_4,O4_NAME_TITLE,"Investors, City of Company Investor 4",Name of fourth owner,47.8%,OWNER4_NAME
732,GOVOWN_NO_ARCHIVE,AFFILWI ,Was this establishment operated by or under the control of a government entity or a board of directors either appointed by such an entity or publicly elected?,Details on affiliated organization ,47.8%,AFFIL_ORG_TXT
733,PRCH_ENT_REPAIR_TRANS,B_DESIGNOUT ,"Enterprise payments for other establishments,  purchased repairs and maintenance to transportation equipment",Yes/No if business provided design for goods that were contracted out,47.8%,MAN_DESIGNOUT_STAT
734,LICENSED_MD_YES_ARCHIVE,B_EMPNUM_RDFTE_TOTAL,Is there a licensed M.D. or D.O. working at this establishment?,Full-time equivalent of the R&D employees,47.8%,EMP_FTE_RD_NUM
735,AIES_LOCATION_SUMMARY,B_COOP,Summary of the locations for a company,Companieswithin the business group ,47.8%,COOP_PARTNER_LOC_CHKBOX
736,RCPT_FOOD_CNTRC_TOT,EXPNS,"Contract Feeding,  Total",Amount of total expenses,47.8%,EXPS_TOT_VAL
737,RCPT_CLIENT_F_GOV,B_COOP,"Class of Customer,  Federal, state, and local governments","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",47.8%,COOP_PARTNER_LOC_CHKBOX
738,PAY_ANN_OTHWRK_M_PY,B_EMPNUM_W2_TOTAL,Annual Payroll for Other Manufacturing Employees  prior Year,Total number of W2 paid employees and owners,47.8%,EMP_W2_TOT_DNUM
739,EXPS_TRANSP_VAL,B_IMPROCESS_LOG ,Purchased Freight Transportation,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",47.7%,IMPROCESS_LOG_STAT 
740,RCPT_CONTRACT_R,B_DESIGNOUT ,"Contract Work done by customer in Puerto Rico,  Retailers",Yes/No if business provided design for goods that were contracted out,47.7%,MAN_DESIGNOUT_STAT
741,RCPT_CUST_SUBLIN_BUS_DVAL,B_SALES_TOT_US,Subscriber Line - Gov & Business revenue,"Amount of sales, revenue, and grants from domestic operations",47.7%,SALES_US_TOT_VAL
742,EMP_MAR12_LPN_XPSY,B_TYPS_WRKS,"Employment By Occupation, Licensed practical or vocational nurses",Types of workers that were used by the business,47.7%,WRKR_TYPE_CHKBOX
743,EMP_MAR12_LGL,O1_REASON_FINDJOB,"Employment By Occupation, Legal",Reason for owning business: Unable to find employment,47.7%,OWNING_REASON_FINDJOB_CODE
744,RCPT_MOTR_AGR_DVAL,B_SALES_TOT_US,Agricultural Products motor carrier revenue,"Amount of sales, revenue, and grants from domestic operations",47.7%,SALES_US_TOT_VAL
745,PRCH_AUX_COMSFT,B_EXPCOST_TECH,"Auxiliary establishment,  expensed purchases of software",R&D capital expenditures for software,47.7%,CAPEX_RD_OPS_TECH_VAL
746,RCPT_ESHIP_PCT,B_IMPROCESS_LOG ,E-shipments,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",47.7%,IMPROCESS_LOG_STAT 
747,SURVEY_LFO_OTH_WRTIN,AFFILWI ,"Legal form of Organization, Other,  write-in description",Details on affiliated organization ,47.7%,AFFIL_ORG_TXT
748,INCOM_LOAN_VEH_ORI_PCT,B_CRDSRC_OTHER_WIN,"Loan Products Income, Consumer vehicle loans, Origination Fees",Write-in of what lenders the business applied for new credit with ,47.7%,CREDIT_SRCS_OTH_WRTIN_TXT
749,RCPT_CLIENT_U_IND,B_COOP,"Class of Customer, Industrial",Companies that are the clients or customers outside the business group,47.6%,COOP_PARTNER_LOC_CHKBOX
750,EXPS_TEMPSTAF_VAL,B_OPEXPENSE ,Temporary Staff and Leased Employee Expense,Total domestic operating expenses,47.6%,EXPS_TOT_VAL
751,EXPS_TEMPSTAF_VAL,B_OPEXPENSE ,Temporary staff and leased employee expense,Total domestic operating expenses,47.6%,EXPS_TOT_VAL
752,HOUSE_NEWRES_NO,O1_OTH_BUS,"Did you start the building and/or manage construction of new residential buildings (single-family homes, townhomes, apartments, condominiums)?","Status of the previous business, other than this one, that the first owner started",47.6%,PREV_BUS_OWN_CODE
753,INV_WRKPROC_END,B_BUSTARGET,"Inventories, Work-in-process, End of Year",The timeframe that the business focused on for production targets,47.6%,PROD_TARG_TIMEFRM_CODE
754,INCOM_LEAS_AUTO_TOT_PCT,B_SALES_TOT_US,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Total","Amount of sales, revenue, and grants from domestic operations",47.6%,SALES_US_TOT_VAL
755,MERCH_EST_NEW2_NO,B_INNOV_GOODS,"Did this establishment sell ""new"" merchandise, excluding parts installed in repair work, in $$00?",Whether the business introduced new or improved goods,47.5%,NEW_IMPROVE_GOODS_STAT
756,INV_VAL_STD_BGN,O1_ACQ_BUS_YR,"Inventories by Valuation Method, Standard Cost, Beginning of Year",Year that the first owner initially acquired this business,47.5%,OWNER_ACQ_YEAR
757,INCOM_UNIT_BROK_TOT_PCT,B_SALES_TOT_US,"Brokering and Dealing Products,  Total income","Amount of sales, revenue, and grants from domestic operations",47.5%,SALES_US_TOT_VAL
758,COST_RESALE_PY,B_CEASED_DATE_ YEAR ,Products bought and sold as such without further processing  Prior Year,Year the business ceased operation,47.5%,OPSTAT_CEASED_YEAR_DATE
759,EXPS_ADMIN_VEHPC_INS,B_OPEXPENSE ,"Adminstrative Expenses, Vehicle property and liability (casualty) insurance",Total domestic operating expenses,47.5%,EXPS_TOT_VAL
760,HOURS_ROLL_TIN,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours,  Tinmills",Average number of hours of training that employees at this business received,47.5%,EMP_TRAIN_HRS_AVG
761,RCPT_MOTR_FUEL_DVAL,B_SALES_TOT_US,Coal and Petroleum Products motor carrier revenue,"Amount of sales, revenue, and grants from domestic operations",47.5%,SALES_US_TOT_VAL
762,RCPT_CLIENT_U_INST,B_COOP,"Class of Customer, Institutional",Companies that are the clients or customers outside the business group,47.5%,COOP_PARTNER_LOC_CHKBOX
763,INV_E_WIP_VAL,B_BUSTARGET,"Inventories: Work-in-process, Current Year",The timeframe that the business focused on for production targets,47.5%,PROD_TARG_TIMEFRM_CODE
764,CLASS_GOV_LOC,B_COOP,"Class of Customer,  Local government","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",47.5%,COOP_PARTNER_LOC_CHKBOX
765,INV_WRKPROC_BGN,B_BUSTARGET,"Inventories, Work-in-process, Beginning of Year",The timeframe that the business focused on for production targets,47.4%,PROD_TARG_TIMEFRM_CODE
766,RCPT_ADV_OTH_PCT,B_SALES_PCT_SERVICE,Source of Advertising Revenue: All other,"Percent of domestic sales, revenues, and grants coming from selling services to customers",47.4%,SALES_SERVICE_PCT
767,MRCH_NONMERCH_EC_DVAL,B_SALES_PCT_GOODS,non-merchandise ecommerce derived estimate,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",47.4%,SALES_GOODS_PCT
768,AFFIL_SPL_PAY_ANN,WZWAGE,"Added child establishment,   Total Annual Payroll",Amount of internal research funds allocated to payroll for internal employees,47.4%,EXPS_RSRCH_PAYROLL_VAL
769,PRCH_COMMSVC_PY,O1_ACQ_BUS_YR,Purchased communication services   Prior Year,Year that the first owner initially acquired this business,47.4%,OWNER_ACQ_YEAR
770,RENT_PAY_MACH,B_RDEXP_DOM_EQUIPMT,Payments for Rental or lease of machinery and equipment,Amount of domestic R&D costs going to expensed machinery and equipment,47.3%,EXPS_RD_DOM_EQUIP_VAL
771,HOURS_ROLL_WIRE,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours,  Wiredrawing mills",Average number of hours of training that employees at this business received,47.3%,EMP_TRAIN_HRS_AVG
772,RCPT_PER_PUB_VAL,,Total Periodical Revenue,Frequency of financial audits,47.3%,AUD_FREQ_CODE
773,CONTACT_NAME,RESP_CONTACT_NAME ,Name of person to contact about the survey,Contact Information: Name,47.3%,CERT_NAME_TXT
774,INCOM_LOAN_RESMOR_TOT_PCT,B_SALES_PCT_GRANT,"Loan Products Income, Residential mortgage loans, Total","Percent of domestic sales, revenues, and grants coming from selling services to customers",47.3%,SALES_GRANT_PCT
775,CLASS_MTHDRECV_RAIL,B_IMPROCESS_MARKET ,"Class of Customer,  What is the primary method of receiving bulk liquid products?",Whether the business introduced new or improved methods for marketing methods,47.2%,IMPROCESS_MARKET_STAT
776,EMP_MAR12_COMSYS,B_TYPS_WRKS,"Employment By Occupation, Computer systems design, custom computer programming, and electronic data processing",Types of workers that were used by the business,47.2%,WRKR_TYPE_CHKBOX
777,RCPT_CONTRACT_CENTRAL,B_CONTRACTOUT_TYPE,"Contract Work done by customer location,  Central America, South America, and Caribbean Zone",Type of companies that manufacturing was contracted out to ,47.2%,MAN_CONTRACTOUT_CHKBOX
778,RCPT_CONTRACT_CLASS_TOT,EMPC,"Contract Work done by customer in Puerto Rico,  Total",Number of contract employes working on research activities,47.2%,EMP_RSRCH_CONTRACT_NUM
779,MULTIPLE_INVESTORS_YES_ARCHIVE,B_ANYONE_10_PCT,Does this location have multiple investors?,Yes/No if one person owns 10% or more of the company,47.2%,OWNED_10_PCT_STAT
780,RCPT_TOT_HOTEL_OWN_VAL,B_SALES_TOT_US,Hotels owned or leased: Revenue,"Amount of sales, revenue, and grants from domestic operations",47.2%,SALES_US_TOT_VAL
781,PRCH_PROFTECH_PY,O1_ACQ_BUS_YR,Purchased professional and technical services   Prior Year,Year that the first owner initially acquired this business,47.2%,OWNER_ACQ_YEAR
782,RCPT_LOCTEL_VAL,B_SALES_TOT_US,Total Fixed Local Telephony Revenue,"Amount of sales, revenue, and grants from domestic operations",47.2%,SALES_US_TOT_VAL
783,ENT_SIZE_CODE_TXT,B_RDJOB_TOTEMP_DOMESTIC,"Side indicator for MU Enterprise:  'L' = ENT has 5000+ employees, 'M' = ENT has 1000-4999 employees, 'N' = ENT has 10+ estabs OR 50+ employees and is not an L or M ENT, 'S' - All other ENTs that are not identified as a L, M, or N.",Total R&D employees by staff type,47.1%,EMP_MAR12_RD_TOT_DNUM
784,CLASS_W_RESALE,B_REV ,"Class of Customer,  Wholesalers/distributors for resale",Types of customers that accounted for 10% or more of total sales,47.1%,CUST_TYPE_10_PCT_SALES_CHKBOX
785,JOINT_COMPANY_NAME_5,B_COOP,Investors: Company Name of Company Investor 5,Companieswithin the business group ,47.1%,COOP_PARTNER_LOC_CHKBOX
786,EXPS_LOSS_VAL,B_RDEXP_DOM_DEPR,"Direct Losses Incurred: Property, including Life",Amount of domestic R&D costs going to depreciation on property and equipment,47.1%,EXPS_RD_DOM_DEPR_VAL
