,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
901,JOINT_COMPANY_ADDR_ZIP_5,00327,Investors: ZIP Code of Company Investor 5,Stockholders Equity,42.00%
902,BLDG_TYPE2,00216,Second Type of Units in Building,Plant and Equipment,42.00%
903,PRCH_REFUSE_PY,00320,"Water, sewer, refuse removal, and other non-electric utility payments   Prior Year",All Other Non-current Liabilities,42.00%
904,EXPS_FUEL_VAL,00214,Purchased Fuels (Except Motor Fuels),Inventories,42.00%
905,FUNDS_DEV_NONFED,00107,"Source of Research and Development Funds,  Non-federal sources outside your enterprise_x000D_
(Include receipts from other enterprises, state and local governments, and other organizations.)",Other Recurring Non-operating Income,42.00%
906,COST_VALUE_LAND,00217,Purchased cost of land or estimated value of raw land for reported construction projects,Land and Mineral Rights,41.90%
907,EXPS_REPAIR_PCT,00104,Percentage of the expenses for maintenance and repairs that represents work done by your own employees as opposed to work done by contractors or other hired labor,Income (loss) from Operation,41.90%
908,RCPT_MOTR_VAL,00104,Total Motor Carrier Revenue,Income (loss) from Operation,41.90%
909,RCPT_ECOMM_TOT_PCT_PY,00117,"Percent of total sales, shipments, receipts, or revenue that were a result of e-commerce transactions  Prior Year",Cumulative Effect of Accounting Changes,41.90%
910,PROD_QTYPRD_TALSOA_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of talc, soapstone, and pyrophyllite mined and/or beneficiated at this mine or pit",Land and Mineral Rights,41.80%
911,EXPS_BENEFIT_MEDPC_INS,00314,"Benefits Paid, Medical malpractice insurance",All Other Current Liabilities.,41.80%
912,MAIL_ADDR_ST_TXT,00207,Company Mailing Address: State,State and Local Government Securities,41.80%
913,INCL_COST_VALUE_LAND_NO,00217,Was the purchased cost of land or estimated value of raw land included in the receipts for construction work?,Land and Mineral Rights,41.80%
914,CAPCTY_PETR_LQUID_LT50K,00214,"Choices for: How much liquefied petroleum storage tank capacity did this establishment operate, both owned and leased, on the last business day of $$00?",Inventories,41.70%
915,RCPT_MOTR_FUEL_DVAL,00104,Coal and Petroleum Products motor carrier revenue,Income (loss) from Operation,41.70%
916,CLASS_FARMGT50_YES_ARCHIVE,00214,"Class of Customer,  Were 50 percent or more of the goods sold by this establishment purchased directly from farmers?",Inventories,41.70%
917,OWNSTAT_RACE_JAPAN,00041,Race of majority ownership - Is the race of the majority ownership of this establishment Japanese?,Owned by another company - No/Yes,41.70%
918,AIES_TYPOP_CODE_STAT,00104,Type of Operation,Income (loss) from Operation,41.70%
919,COMPANYNAME,00041,Builder Company Name,Owned by another company - No/Yes,41.70%
920,PREV_OWN_CNTRY_TXT,00217,New Establishment: Former Ownership Country,Land and Mineral Rights,41.60%
921,ASSISTANCE,00327,Management provides assistance with managing finances,Stockholders Equity,41.60%
922,MSC_CONTRACT_TOT,00104,What were the total receipts for contract work performed for others on their materials?,Income (loss) from Operation,41.60%
923,RECORD_STORENUM_TXT,00022,New Establishment Physical Address: Store/plant/location identifier,Employer Identification Number,41.60%
924,EXPS_RENT_BUILD_VAL,00217,"Lease and Rental Payments for Land, Buildings, and Other Structures",Land and Mineral Rights,41.60%
925,BEDNONEU3,00083,Total Efficiencies for Type 3,EI for addition 3,41.60%
926,PAT_CARE_TOT_PCT,00223,"Patient Care, Total",Total Assets,41.60%
927,COST_AUX_FUEL,00110,"Auxiliary establishments,  Purchased fuels",Nonoperating expenses and income,41.60%
928,EXPS_BENEFIT_LIFE,00314,"Benefits Paid, Life insurance and annuities",All Other Current Liabilities.,41.50%
929,JOINT_COMPANY_ADDR_ZIP_3,00327,Investors: ZIP Code of Company Investor 3,Stockholders Equity,41.50%
930,CLASS_GOV_MUN,00207,"Class of Customer,  Municipal government",State and Local Government Securities,41.50%
931,RCPT_PROPCSLTY_INS_VAL,00115,Net patient revenues from property and casualty insurance,Net income (loss),41.50%
932,FIELD_REP_ID,00022,Field Representative ID (FRID),Employer Identification Number,41.50%
933,RECORD_NAICS,00001,The updates needed on NAICS (North American Industry Classification System code),Is this your company's industry - yes/no,41.40%
934,MERCH_EST_NEW_2_PCT,00117,Approximate percentage of the total sales and receipts in current year - write-in #2,Cumulative Effect of Accounting Changes,41.40%
935,RENT_PAY_AUX_BUILD,00110,"Auxiliary establishments,  Lease and rental payments for land, buildings, structures, store spaces, and offices",Nonoperating expenses and income,41.40%
936,RCPT_EXCISE_INCL_NO,00110,Are excise taxes included in sales and receipts?,Nonoperating expenses and income,41.40%
937,RCPT_TOT_HOTEL_OWN_VAL,00104,Hotels owned or leased: Revenue,Income (loss) from Operation,41.40%
938,RCPT_PRDSHIP_HOUSE,00211,"Value of product shipped by customer in Puerto Rico,  Household consumers",Trade Receivables from the U.S. Government,41.40%
939,EXPS_MACH_REP_VAL,00216,"Rent payments, machinery",Plant and Equipment,41.40%
940,EMP_SUM_AVGOTH_PY,00117,Manufacturing:  Sum of Average Annual Production Workers and Other non production employees   Prior Year,Cumulative Effect of Accounting Changes,41.30%
941,RCPT_ECOMM_TOT_PCT,00104,"Percent of total sales, shipments, receipts, or revenue that were a result of e-commerce transactions",Income (loss) from Operation,41.30%
942,COST_RESALE_PY,00034,Products bought and sold as such without further processing  Prior Year,Discontinued Date,41.30%
943,RCPT_CLIENT_S_OTHBUS,00044,"Class of Customer,  All other business firms and farms",EI of company who owns,41.30%
944,RCPT_MOTR_AGR_PCT,00214,Analysis of Motor Carrier Operations: Agricultural products,Inventories,41.30%
945,PAT_CARE_OTHER_PCT,00314,"Patient Care, Other, including health facility services, such as provisions of space and equipment, meals, nursing care, etc.",All Other Current Liabilities.,41.30%
946,RCPT_BILL_PAY_DVAL,00110,Gross Billings x Payroll Services,Nonoperating expenses and income,41.20%
947,BEDNONEU4,00084,Total Efficiencies for Type 4,EI for addition 4,41.20%
948,PRCH_AUX_TRANS,00110,"Auxiliary establishment, Purchased transportation",Nonoperating expenses and income,41.20%
949,CLASS_R_RESALE,00214,"Class of Customer,  Retailers for resale",Inventories,41.20%
950,PRCH_ENT_ADVERT,00110,"Enterprise payments for other establishments,  Purchased advertising and promotional services",Nonoperating expenses and income,41.20%
951,PRCH_AUX_ADVERT,00110,"Auxiliary establishment, purchased advertising and promotional services",Nonoperating expenses and income,41.20%
952,FOOD_MEALPRICE_7TO10_ARCHIVE,00115,"Indicates the estimated average price per meal, excluding taxes and tip.",Net income (loss),41.10%
953,VALUE_ADDED_DVAL,00117,"Value Added formula from ASM/EC mfg, uses the recently created derived 'total costs'  Additions and Subtractions can be sequenced differently if needed",Cumulative Effect of Accounting Changes,41.10%
954,ENT_SIZE_CODE_TXT,00022,"Side indicator for MU Enterprise:  'L' = ENT has 5000+ employees, 'M' = ENT has 1000-4999 employees, 'N' = ENT has 10+ estabs OR 50+ employees and is not an L or M ENT, 'S' - All other ENTs that are not identified as a L, M, or N.",Employer Identification Number,41.10%
955,PHYSLOC_LGL_STAT,00217,"Legal Boundary; City, town",Land and Mineral Rights,41.10%
956,PRCH_TRANS_COST_WATER,00214,"Purchased Transportation,  Water carrier",Inventories,41.10%
957,RCPT_C_ST_DC,00207,"Construction Work by State,  District of Columbia",State and Local Government Securities,41.10%
958,ROBOT_ACTIVE,00216,Number of industrial robots IN OPERATION at this plant,Plant and Equipment,41.00%
959,RD_VAL_GE3MIL_ARCHIVE,00110,Company's worldwide expenses for research and development,Nonoperating expenses and income,41.00%
960,NC-9902C_TYPOP_SELFDSG,00104,Type of Operation - What is the establishment's primary type of operation,Income (loss) from Operation,41.00%
961,MRCH_NONMERCH_SALES_DVAL,00110,non-merchandise sales derived estimate,Nonoperating expenses and income,41.00%
962,RCPT_CLIENT_U_TOT_PCT,00105,"Class of Customer,  Total Utilities",Interest Expense,41.00%
963,PROD_WRTIN_9000000018,00107,"The description for Other revenue, not elsewhere classified based on specific template category",Other Recurring Non-operating Income,40.90%
964,PRCH_DATAPROC_PY,00117,Data processing and other purchased computer services   Prior Year,Cumulative Effect of Accounting Changes,40.90%
965,EMP_MAR12_NUM,00022,Employment: Q1,Employer Identification Number,40.90%
966,RCPT_OVERTOP_UNBUN_PCT,00107,Percentage of receipts for over-the-top (OTT) services from “unbundled” or “stand alone” services.,Other Recurring Non-operating Income,40.90%
967,RCPT_INTELPH_UNBUN_PCT,00110,Percentage of receipts for internet telephone services from “unbundled” or “stand alone” services.,Nonoperating expenses and income,40.90%
968,EXPS_PROGPROD_VAL,00216,Program and Production Costs,Plant and Equipment,40.80%
969,RCPT_MOTR_METAL_DVAL,00104,Base Metal and Machinery motor carrier revenue,Income (loss) from Operation,40.80%
970,EXPS_FUEL_TRANSP_VAL,00214,Purchased Fuels for Transportation Equipment,Inventories,40.80%
971,PAY_ANN_VAL,00223,Annual Payroll,Total Assets,40.80%
972,PRCH_ENT_PROFSVC,00044,"Enterprise payments for other establishments,  purchased professional and technical services",EI of company who owns,40.80%
973,PAY_ANN_VAL,00223,Annual payroll,Total Assets,40.80%
974,EMP_SEP12_PRDWRK_PY,00119,"Third Quarter Employment,  Production Workers  Prior Year",Retained Earnings at Beginning of Quarter,40.70%
975,MERCH_EST_NEW2_YES_ARCHIVE,00214,"Did this establishment sell ""new"" merchandise, excluding parts installed in repair work, in $$00?",Inventories,40.70%
976,TOTU3INT1,00223,"Total Coop Units, First Intv",Total Assets,40.70%
977,CLASS_GENLINE_VOL_ARCHIVE,00214,"Class of Customer,  Which general line grocery wholesaler is this establishment?",Inventories,40.70%
978,PROD_QTYPRD_FULLER_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of fuller's earth mined and/or basically prepared for transport at this mine or pit",Land and Mineral Rights,40.70%
979,DATE_BUILT,00216,"Steel Mill Operations, Date this establishment was built",Plant and Equipment,40.70%
980,PGM_TYPE1,00305,First Subsidy Program,Advances and Prepayments by the US GOV,40.70%
981,RCPT_NEWS_PRNT_DVAL,00104,Print newspapers revenue,Income (loss) from Operation,40.70%
982,RCPT_PRDSHIP_CLASS_TOT,00211,"Value of product shipped by customer in Puerto Rico,  Total",Trade Receivables from the U.S. Government,40.70%
983,PROD_QTYPRD_SAND_NONE,00217,"None for the question: If MINE_HERE = 1, report the construction sand and gravel (run of pit or bank, washed, screened, or otherwise treated) mined at this mine or pit",Land and Mineral Rights,40.60%
984,AFFIL_SPL_EMP_MAR12,00119,"Added child establishment,  First Quarter Payroll",Retained Earnings at Beginning of Quarter,40.60%
985,AFFIL_SPL_PAY_QTR1,00119,"Added child establishment,   First Quarter Payroll",Retained Earnings at Beginning of Quarter,40.60%
986,OPSTAT_QTR_STAT,00118,Yes/No identifier of activity in the quarter,Net Income (loss) for Quarter,40.60%
987,RD_STAT,00031,Research and Development Status,Corporation Status Active/Discontinued/Merged,40.60%
988,SOMA_CASEID,00022,Sequential Control number assigned by sponsor.,Employer Identification Number,40.60%
989,CLASS_FISHCAN,00214,"Class of Customer,  Fish canning manufacturers",Inventories,40.60%
990,RCPT_BOOK_OTH_DVAL,00107,other media books revenue,Other Recurring Non-operating Income,40.60%
991,RCPT_COMSN_AVG_RATE_PCT,00105,Commissions and Fees: Average Commission Rate,Interest Expense,40.60%
992,RCPT_SVCSTA_VALUE,00328,"Value of transfers to other company-owned gasoline stations, fuel oil dealers, and liquefied petroleum (LP) gas dealers",Total Laibilities and Stockholders Equity,40.60%
993,RCPT_MOTR_AGR_DVAL,00214,Agricultural Products motor carrier revenue,Inventories,40.50%
994,CLASS_INDPRD,00001,"Class of Customer,  Manufacturing and mining industrial users for use as input goods in production",Is this your company's industry - yes/no,40.50%
995,RCPT_PRDSHIP_R,00211,"Value of product shipped by customer in Puerto Rico,  Retailers",Trade Receivables from the U.S. Government,40.50%
996,PREV_OWN_ADDR_STREET_TXT,00041,New Establishment: Former Ownership Street,Owned by another company - No/Yes,40.50%
997,PRCH_ENT_COMMSVC,00044,"Enterprise payments for other establishments,  purchased communication services",EI of company who owns,40.50%
998,PROD_TYPE_WRTIN_9000000048,00217,The trade for products and services manufactured or mined,Land and Mineral Rights,40.40%
999,DIRECT_PREM_TOT,00104,"Direct Premiums Earned,  Total",Income (loss) from Operation,40.40%
1000,NUMUNITSU4,00072,Total Number of Condominium units,Number of Subsidiary Corporations - Not Consolidated,40.40%
1001,PAY_ANN_VAL_SUM,00118,"Sum estabs payroll to KAU_x000D_
Sum KAU payroll to Company",Net Income (loss) for Quarter,40.40%
1002,RCPT_CLIENT_S_RET,00214,"Class of Customer, Retailers",Inventories,40.40%
1003,EMP_MAR12_ACCT,00107,"Employment By Primary Occupation, Accounting, billing, tax preparation, and bookkeeping",Other Recurring Non-operating Income,40.40%
1004,RENT_PAY_TOT_PY,00314,"Payments for Rental or lease of buildings, other structures, machinery, and equipment Total Prior Year",All Other Current Liabilities.,40.40%
1005,PHYSLOC_MUNI_STAT,00217,Legal Boundary: Municipality type,Land and Mineral Rights,40.40%
1006,EXPS_BENEFIT_HOMEPC_INS,00314,"Benefits Paid, Homeowners multiple peril insurance",All Other Current Liabilities.,40.40%
1007,RCPT_DIR_PRNT_PCT,00214,"Source of directories, databases, and other collections of information Revenue: Print",Inventories,40.40%
1008,RCPT_NEWS_OTH_PCT,00107,Source of Newspaper Revenue: Other media,Other Recurring Non-operating Income,40.40%
1009,OWNSTAT_RACE_HAWAII,00041,Race of majority ownership - Is the race of the majority ownership of this establishment Native Hawaiian?,Owned by another company - No/Yes,40.40%
1010,TYPOP_OTH_WRTIN_TXT,00104,Type of Operation: Other,Income (loss) from Operation,40.40%
1011,RCPT_BOOK_PRNT_PCT,00104,Source of Book Revenue: Print,Income (loss) from Operation,40.30%
1012,AFFIL_SPL_STORENUM,00061,"Added child establishment,   Store number",Number of Subsidiary Corporations,40.30%
1013,RCPT_OWN_VAL,00104,Commissions and Fee: Product sales,Income (loss) from Operation,40.30%
1014,HOUSE_SNGL_ATTACH_SALE,00217,"Houses built for sale on land you owned,  Number of Attached (single-family homes separated by an unbroken ground to roof wall with separate utility meters: townhomes, duplexes, row-homes)",Land and Mineral Rights,40.30%
1015,GRANTS_TRANSFERS_YES_ARCHIVE,00031,"Did this establishment do any of the following:  Award grants, Make gifts or contributions, Make payments to, or on behalf of, specific individuals,  Pay assessments (dues) to the parent or other chapters of the same organization, or Transfer funds raised by this establishment to charities or other organizations for charitable purposes?",Corporation Status Active/Discontinued/Merged,40.20%
1016,RCPT_OTH_GOVPROG_VAL,00110,Net patient revenues from government payers: All other government programs,Nonoperating expenses and income,40.20%
1017,PAT_CARE_LAB_IND_PCT,00110,"Patient Care, Laboratory services paid by individuals, insurers, or government payers, such as Medicare and Medicaid",Nonoperating expenses and income,40.20%
1018,PROD_QTYPRD_FIRCLY_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of fire clay mined and/or basically prepared for transport at this mine or pit",Land and Mineral Rights,40.20%
