,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Cosine Score,Jaccard Score,Actual MDR's Variable
414,NPATREV_HLTHCARE,B_SALES_PCT_SERVICE,"Non-Patient Care Revenue,","Percent of domestic sales, revenues, and grants coming from selling services to customers",48.63%,57.21%,0.00%,SALES_SERVICE_PCT
415,EXPS_ADMIN_PRPCAS_REINS,B_EXPCOST_BLDG,"Adminstrative Expenses, Property and casualty reinsurance",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,48.63%,57.21%,0.00%,CAPEX_RD_OPS_BLDG_VAL
416,PRCH_ENT_REPAIR_MACH_V,B_COOP,"Enterprise payments for other establishments,  purchased repairs and maintenance to machinery, vehicles, and equipment","Suppliers of equipment, materials, components, or software outside your business group ",48.61%,56.01%,6.67%,COOP_PARTNER_LOC_CHKBOX
417,PAY_ANN_LSD_MANUF,B_CONTRACTOUT,Leased Annual Payroll from Manufacturing Clients,Yes/No if business contracted out manufacturing tasks,48.58%,54.95%,12.50%,MAN_CONTRACTOUT_STAT
418,CLASS_TOURIST,B_REV ,"Class of Customer,  Visiting tourists  (Include business travelers)",Types of customers that accounted for 10% or more of total sales,48.57%,57.14%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
419,EMP_MAR12_SALES,RESP_BUS_DESC,"Employment By Occupation, Sales employees (and support staff) selling directly to customers from this location",Primary business activity,48.56%,57.13%,0.00%,NAICS_DESC_TXT
420,HOTEL_OWN3RD_STAT,O1_OTH_BUS,Hotel Management Company: Status,"Status of the previous business, other than this one, that the first owner started",48.56%,54.92%,12.50%,PREV_BUS_OWN_CODE
421,CLNC_SEE_PERF_PATNT,B_FREQKPI,Measures of Clinical Performance - Who sees your organization's measures of clinical performance - Patients and their responsible parties?,How frequently key performance indicators are monitored by this business,48.55%,55.16%,11.11%,KPI_MONITOR_FREQ_CODE
422,RCPT_NONOP_GRANTS_VAL,B_SALES_TOT_US,"Non-operating revenue from contributions, gifts, and grants","Amount of sales, revenue, and grants from domestic operations",48.55%,53.20%,22.22%,SALES_US_TOT_VAL
423,OWNSTAT_OTH,O1_RACE,"Race of majority ownership - Is the race of the majority ownership of this establishment some other race, for example Hmong, Laotian, Pakistani, Cambodian, etc.?",Race of first owner,48.54%,55.35%,10.00%,OWNER_RACE_CODE
424,PEGA_CONT_UPDATE,"
RESP_TITLE   ",PEGA Case contact information updated,Contact Information: Title,48.51%,51.19%,33.33%,CERT_TITLE_TXT
425,RENT_PAY_ENT_MACH,B_EXPCOST_BLDG,"Enterprise payments for other establishments,  Lease and rental payments for machinery, equipment, and other tangible items",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,48.50%,57.06%,0.00%,CAPEX_RD_OPS_BLDG_VAL
426,COST_MAT_PARTS,B_COOP,"Materials, parts, containers, packaging, supplies, etc. used for manufacturing processes, repairs, services for others, or other operating supplies","Suppliers of equipment, materials, components, or software outside your business group ",48.49%,56.01%,5.88%,COOP_PARTNER_LOC_CHKBOX
427,RCPT_OTHMRCH_VAL,B_SALES_PCT_US_TOT,"Sales, Shipments Receipts, or Revenue - Other merchandise","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",48.46%,52.60%,25.00%,SALES_US_TOT_DPCT
428,RCPT_INTELPH_UNBUN_PCT,B_SALES_PCT_GRANT,Percentage of receipts for internet telephone services from “unbundled” or “stand alone” services.,"Percent of domestic sales, revenues, and grants coming from selling services to customers",48.44%,55.72%,7.14%,SALES_GRANT_PCT
429,CLNC_SEE_PERF_PUBL,B_FREQKPI,Measures of Clinical Performance - Who sees your organization's measures of clinical performance - On public display?,How frequently key performance indicators are monitored by this business,48.43%,54.77%,12.50%,KPI_MONITOR_FREQ_CODE
430,EMP_MAR12_PRD,B_TYPS_WRKS,"Employment By Occupation,  Production - including employees who manufacture products from raw materials or semi-finished products",Types of workers that were used by the business,48.42%,56.97%,0.00%,WRKR_TYPE_CHKBOX
431,JOINT_COMPANY_ADDR_CITY_4,B_COOP,"Investors, City of Company Investor 4",Companieswithin the business group ,48.41%,56.95%,0.00%,COOP_PARTNER_LOC_CHKBOX
432,INCOM_FOR_NONCONS_DOM_VAL,B_ACTIVITYUFC_OTHER ,"Income (loss) of foreign branches and eqty in earnings (losses) of domestic and foreign nonconsolidated subsidiaries and other investments accounted for by the eqty method, net of foreign taxes",Yes/No if foreign affiliated companies were involved in any other operating expenses,48.40%,56.10%,4.76%,AFFIL_NONUS_EXPS_OTH_STAT
433,ASSET_RETIRED_MACH,B_RDEXP_DOM_DEPR,"Depreciable assets sold, retired, scrapped, destroyed, etc.   Machinery",Amount of domestic R&D costs going to depreciation on property and equipment,48.40%,56.94%,0.00%,EXPS_RD_DOM_DEPR_VAL
434,RCPT_NONMRCH_VAL,B_SALES_PCT_US_TOT,"Sales, Shipments Receipts, or Revenue - Other non-merchandise","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",48.38%,53.00%,22.22%,SALES_US_TOT_DPCT
435,EXPS_ADMIN_OTHPRPCAS,B_EXPCOST_BLDG,"Adminstrative Expenses, All other activities (i.e., life, accident and health, and hospital and medical service plans, including reinsurance)",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,48.37%,56.90%,0.00%,CAPEX_RD_OPS_BLDG_VAL
436,EMP_MAR12_PRDWRK,B_TYPS_WRKS,"First  Quarter Employment,  Production Workers",Types of workers that were used by the business,48.32%,54.33%,14.29%,WRKR_TYPE_CHKBOX
437,PRCH_ENT_REPAIR_TRANS,B_RD_MACHINE,"Enterprise payments for other establishments,  purchased repairs and maintenance to transportation equipment","Yes/No if business engaged in acquisition of machinery, equipment, or other tangible assets",48.32%,55.67%,6.67%,RD_MACHINE_STAT
438,PAY_ANN_OTHWRK_M,B_EMPNUM_W2_TOTAL,Annual Payroll for Other Manufacturing Employees,Total number of W2 paid employees and owners,48.27%,54.27%,14.29%,EMP_W2_TOT_DNUM
439,OWNSTAT_DNK_ARCHIVE,B_PARENTCO_FOREIGN,What is the citizenship of the majority ownership of this establishment?,Yes/No if business is a majority-owned subsidiary of a foreign company,48.26%,54.82%,11.11%,OWNED_FOREIGN_STAT
440,COMP_DATE,FYEND_MONTH,Completion Date - Month and Year completed or occupied,Month that fiscal year ends ,48.26%,51.73%,28.57%,FY_END_DATE
441,INCOM_EXPS_NOP_DBCRD4_VAL,EXPNS,Nonoperating income and expenses - principal debits and credits that contribute - Amount - 4,Amount of total expenses,48.26%,54.57%,12.50%,EXPS_TOT_VAL
442,RCPT_OVERTOP_UNBUN_PCT,B_SALES_PCT_SERVICE,Percentage of receipts for over-the-top (OTT) services from “unbundled” or “stand alone” services.,"Percent of domestic sales, revenues, and grants coming from selling services to customers",48.22%,55.37%,7.69%,SALES_SERVICE_PCT
443,RCPT_TOT_VAL,B_SALES_PCT_US_TOT,"Sales, Shipments, Receipts, or Revenue","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",48.22%,51.68%,28.57%,SALES_US_TOT_DPCT
444,MAIL_ADDR_NAME2_TXT,RESP_CONTACT_NAME ,Company Mailing Address: Name 2,Contact Information: Name,48.18%,56.68%,0.00%,CERT_NAME_TXT
445,EMP_MAR12_OTHWRK_M,WEMP,"First  Quarter Employment,  Other Manufacturing Employees",Number of employees as of March 12th,48.18%,53.15%,20.00%,EMP_MAR12_NUM
446,ACTV_MIO,B_CEASED_MONTH,Active months in operation,Month the business ceased operation,48.16%,53.72%,16.67%,OPSTAT_CEASED_MONTH_DATE
447,ASSET_END_TOT_DVAL,WZDEPR,"Derived - Gross depreciation assets total, EOY  ??",Amount of internal research funds allocated to depreciation and amortization of assets,48.16%,53.13%,20.00%,EXPS_RSRCH_DEPR_VAL
448,EMP_TOOL,B_CONTRACTIN_TYPE ,"Selected MetalWorking Employment,  Tool and die shop (if separate from machine shop) for jigs, fixtures, dies, and other special tooling",Types of companies that this business performed manufacturing for,48.15%,56.65%,0.00%,MAN_CONTRACTIN_CHKBOX
449,CLNC_CHSE_MEAS_MNG,B_NUMKPI,Measures of Clinical Performance -Who chooses which measures of clinical performance to collect - Managers at this establishment?,Number of key performance indicators monitored by this business ,48.13%,54.66%,11.11%,KPI_MONITOR_NUM
450,RCPT_SYSOFT_MAIN_PCT,B_EXPCOST_TECH,Source of System Software Publishing Revenue: Mainframe,R&D capital expenditures for software,48.12%,54.09%,14.29%,CAPEX_RD_OPS_TECH_VAL
451,EQP_MAT_COMHRD,WZEQP,"Auxiliary establishment, expensed computer hardware and other equipment",Amount of internal research funds allocated to expensed machinery and equipment,48.10%,53.05%,20.00%,EXPS_RSRCH_MACH_EQ_VAL
452,RENT_PAY_TOT_PY,CPSTR,"Payments for Rental or lease of buildings, other structures, machinery, and equipment Total Prior Year",Total capital expenditures for research operations that went towards buildings and land improvement,48.09%,54.23%,13.33%,CAPEX_RSRCH_BUILD_VAL
453,RCPT_MERCH_PKG_CHEESE_MEAT_ARCHIVE,B_OWNERNUM,Which majority source accounted for more than half of the total sales and receipts of this establishment?,Number of owners of the business,48.08%,56.56%,0.00%,OWNER_NUM_STAT
454,JOINT_INVEST_PCT_5,O1_PCT_OWNED ,Investors: Percent of Investment of Company Investor 5,Percent owned by first owner,48.08%,54.05%,14.29%,OWNER1_PCT
455,RCPT_BILL_OTHOP_PCT,B_SALES_PCT_GRANT,Source of Billings and Fees Revenue: All other,"Percent of domestic sales, revenues, and grants coming from selling services to customers",48.07%,56.55%,0.00%,SALES_GRANT_PCT
456,AIES_LOCATION_SUMMARY,B_COOP,Summary of the locations for a company,Companieswithin the business group ,48.06%,56.54%,0.00%,COOP_PARTNER_LOC_CHKBOX
457,JOINT_COMPANY_ADDR_STATE_2,O1_OTH_BUS_WIN,"Investors, State of Company Investor 2",Other status of the previous business Owner 1 started most recently,48.06%,56.55%,0.00%,PREV_BUS_OWN_TXT
458,CLASS_EATDRINK,B_REV ,"Class of Customer,  Restaurants, food services, and nightclubs",Types of customers that accounted for 10% or more of total sales,48.02%,56.50%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
459,JOINT_COMPANY_ADDR_CITY_1,B_COOP,"Investors, City of Company Investor 1",Companieswithin the business group ,47.94%,56.39%,0.00%,COOP_PARTNER_LOC_CHKBOX
460,BLDREXTN,RESP_PHONE_EXT ,Builder phone extension,Contact Information: Extension,47.93%,52.86%,20.00%,CERT_EXTENSION_NUM
461,RCPT_BOOK_VAL,B_SALES_PCT_US_TOT,"Sales, Shipments Receipts, or Revenue - Books","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",47.87%,51.90%,25.00%,SALES_US_TOT_DPCT
462,PRCH_AUX_OTHEXPS,EXPNS,"Auxiliary establishment,  all other selected expenses",Amount of total expenses,47.86%,52.78%,20.00%,EXPS_TOT_VAL
463,RCPT_OVERTOP_TOT_PCT,B_SALES_PCT_GRANT,Percentage of receipts for over-the-top (OTT) services Total,"Percent of domestic sales, revenues, and grants coming from selling services to customers",47.85%,54.82%,8.33%,SALES_GRANT_PCT
464,PATREV_GOV_OTH,COPYZSTAT,"Patient Care Revenue:  All other Federal, State, or Local government programs",Total amount of research funds that came from state and local governments,47.85%,53.35%,16.67%,EXPS_RSRCH_ST_LOC_TOT_VAL
465,COST_CONTRACT_NONPRD,B_CONTRACTOUT,Contract work and nonproduction labor done for you by others,Yes/No if business contracted out manufacturing tasks,47.84%,56.28%,0.00%,MAN_CONTRACTOUT_STAT
466,RCPT_NONOP_GIFT_INVST_DVAL,B_EXPCOST_BLDG,"subsidies, Contr., Gifts & Grants+Investment and property income",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,47.82%,56.26%,0.00%,CAPEX_RD_OPS_BLDG_VAL
467,RCPT_NONML_TXT,B_SALES_PCT_US_TOT,"Sales, Shipments Receipts, or Revenue - Specify other non-merchandise","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",47.82%,52.73%,20.00%,SALES_US_TOT_DPCT
468,GRANTS_TRANSFERS_NO,AFFILWI ,"Did this establishment do any of the following:  Award grants, Make gifts or contributions, Make payments to, or on behalf of, specific individuals,  Pay assessments (dues) to the parent or other chapters of the same organization, or Transfer funds raised by this establishment to charities or other organizations for charitable purposes?",Details on affiliated organization ,47.81%,55.57%,3.85%,AFFIL_ORG_TXT
469,RCPT_CLIENT_U_INST,B_REV ,"Class of Customer, Institutional",Types of customers that accounted for 10% or more of total sales,47.80%,56.24%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
470,JOINT_COMPANY_NAME_1,B_COOP,Investors: Company Name of Company Investor 1,Companieswithin the business group ,47.72%,56.14%,0.00%,COOP_PARTNER_LOC_CHKBOX
471,ASSET_SOLD_VAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Gross value of sold, retired, etc.",Amount of domestic R&D costs going to depreciation on property and equipment,47.71%,54.77%,7.69%,EXPS_RD_DOM_DEPR_VAL
472,PREV_OWN_ADDR_ZIP_NUM,O1_OTH_BUS,New Establishment: Former Ownership ZIP Code,"Status of the previous business, other than this one, that the first owner started",47.62%,56.02%,0.00%,PREV_BUS_OWN_CODE
473,PRCH_AUX_COMSFT,B_COOP,"Auxiliary establishment,  expensed purchases of software","Suppliers of equipment, materials, components, or software outside your business group ",47.61%,54.41%,9.09%,COOP_PARTNER_LOC_CHKBOX
474,EMP_MAR12_TOT_S,RDALE,"Employment By Occupation, Service Total",Total number of full-time equivalents working on research activities,47.59%,54.02%,11.11%,EMP_FTE_RSRCH_TOT_DNUM
475,RCPT_ECOMM_VAL,B_SALES_PCT_GOODS,Electronic Commerce (e-commerce): Part of total revenue,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",47.56%,55.95%,0.00%,SALES_GOODS_PCT
476,RCPT_OTHMRCH_TXT,B_SALES_PCT_US_TOT,"Sales, Shipments Receipts, or Revenue - Specify other merchandise","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",47.53%,52.00%,22.22%,SALES_US_TOT_DPCT
477,RCPT_CLIENT_U_COMM,B_REV ,"Class of Customer,  Commercial (Include farms.)",Types of customers that accounted for 10% or more of total sales,47.50%,55.88%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
478,CLASS_OTH,B_REV ,"Class of Customer,  Other",Types of customers that accounted for 10% or more of total sales,47.50%,55.88%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
479,MSC_RESALE_TOT,EXPNS,What were the total receipts for resales?,Amount of total expenses,47.50%,51.47%,25.00%,EXPS_TOT_VAL
480,PAY_ANN_NONPRDWRK_VAL,WZWAGE,Annual Payroll - Nonproduction Workers,Amount of internal research funds allocated to payroll for internal employees,47.50%,53.68%,12.50%,EXPS_RSRCH_PAYROLL_VAL
481,TAX_DESC_TXT,B_RDTAX_STATE,The description of the tax status of the location or KAU,The state in which the business filed for a tax credit for increasing research activities,47.49%,54.10%,10.00%,RSRCH_TAXCRED_ST
482,EXPS_MACH_REP_VAL,B_RD_MACHINE,"Purchased Repairs and Maintenance to Machinery, Vehicles, and Equipment","Yes/No if business engaged in acquisition of machinery, equipment, or other tangible assets",47.49%,52.93%,16.67%,RD_MACHINE_STAT
483,PRCH_COMMSVC,B_ACTIVITYUFC_INFO,Purchased communication services,Yes/No if foreign affiliated companies conducted information and communication tech services for this business,47.46%,51.91%,22.22%,AFFIL_NONUS_INFOTEC_STAT
484,PROP_MAR12_DIET,B_OPR ,"Proprietor or Partner by Occupation, Dieticians",Business operated equally by both spouses or unmarried partners,47.46%,55.84%,0.00%,EQUAL_OP_CODE
485,EXPS_COMMSVC_VAL,B_ACTIVITYUFC_INFO,Purchased Communication Services,Yes/No if foreign affiliated companies conducted information and communication tech services for this business,47.46%,51.91%,22.22%,AFFIL_NONUS_INFOTEC_STAT
486,RCPT_ELAPPL_VAL,B_SALES_PCT_GOODS,"Sales, Shipments Receipts, or Revenue - Electronics & appliances","Percent of domestic sales, revenues, and grants coming from selling goods to customers",47.43%,54.44%,7.69%,SALES_GOODS_PCT
487,RCPT_C_ST_TOT_PCT,COPYZSTAT,"Construction Work by State,  Total",Total amount of research funds that came from state and local governments,47.42%,51.37%,25.00%,EXPS_RSRCH_ST_LOC_TOT_VAL
488,NPATREV_OTHER_NONOP,B_EXPCOST_OTH ,All other non-operating revenue- Include other non-operating revenue.,All other R&D capital expenditures,47.41%,55.78%,0.00%,CAPEX_RD_OPS_OTH_VAL
489,PRCH_ENT_COMMSVC,B_ACTIVITYUFC_INFO,"Enterprise payments for other establishments,  purchased communication services",Yes/No if foreign affiliated companies conducted information and communication tech services for this business,47.40%,52.83%,16.67%,AFFIL_NONUS_INFOTEC_STAT
490,ASSET_TOT_BGN_MACH,WZDEPR,"Depreciable assets  at the beginning of the year,  Machinery",Amount of internal research funds allocated to depreciation and amortization of assets,47.37%,53.96%,10.00%,EXPS_RSRCH_DEPR_VAL
491,CLASS_EXPT,B_REV ,"Class of Customer,  Export sales",Types of customers that accounted for 10% or more of total sales,47.34%,53.74%,11.11%,CUST_TYPE_10_PCT_SALES_CHKBOX
492,SURVEY_LFO_OTH_WRTIN,AFFILWI ,"Legal form of Organization, Other,  write-in description",Details on affiliated organization ,47.31%,52.71%,16.67%,AFFIL_ORG_TXT
493,JOINT_COMPANY_ADDR_CITY_5,B_COOP,"Investors, City of Company Investor 5",Companieswithin the business group ,47.31%,55.66%,0.00%,COOP_PARTNER_LOC_CHKBOX
494,RCPT_C_OWN_TOT_PCT,B_OWNERNUM,"Ownership of Construction projects,  Total",Number of owners of the business,47.28%,55.62%,0.00%,OWNER_NUM_STAT
