Variable Source,Variable - MDR,Similarity Score (result/cosineSimilarity.csv),Actual Result,VariableNameB (result/cosineJaccardSimilarity.csv),Similarity Score (result/cosineJaccardSimilarity.csv),Actual Result (result/cosineJaccardSimilarity.csv),VariableNameB (result/cosineSimilarityMultiple.csv),Similarity Score (result/cosineSimilarityMultiple.csv),Actual Result (result/cosineSimilarityMultiple.csv),Match (result/cosineSimilarity.csv),Match (result/cosineJaccardSimilarity.csv),Match (result/cosineSimilarityMultiple.csv)
B_CRDSRC_OTHER_WIN,INCOM_U_LOAN_UNSEC_ORI_PCT,51.20%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,43.56%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,51.20%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
B_SALES_TOT ,INCOM_LOAN_GOV_ORI_PCT,51.20%,RCPT_ALL_TOT_VAL,B_SALES_TOT ,43.53%,RCPT_ALL_TOT_VAL,B_SALES_TOT ,51.20%,RCPT_ALL_TOT_VAL,0,0,0
B_CRDSRC_OTHER_WIN,LIAB_SHORT_OTH_EX_CMPPR_VAL,51.10%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,43.44%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,51.10%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
B_CRDSRC_OTHER_WIN,LIAB_SHORT_BANK_LOAN_VAL,51.10%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,43.40%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,51.10%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
B_SALES_PCT_GOODS,MERCH_RESALE_PCT,51.10%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,44.22%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,51.10%,SALES_GOODS_PCT,0,0,0
B_ACTIVITYUC_OTHER ,INCOM_EXPS_NONOP_VAL,51.10%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,44.77%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,51.10%,UNAFFIL_US_EXPS_OTH_STAT,0,0,0
B_CRDSRC_OTHER_WIN,INCOM_LOAN_VEH_INT_PCT,51.00%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,43.36%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,51.00%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
WRDEM ,EMP_AVG_PRDWRK_PY,51.00%,EMP_MAR12_RSRCH_TOT_DNUM,WRDEM ,44.54%,EMP_MAR12_RSRCH_TOT_DNUM,WRDEM ,51.00%,EMP_MAR12_RSRCH_TOT_DNUM,0,0,0
WEMP,EMP_MAR12_OTHWRK_M,51.00%,EMP_MAR12_NUM,WEMP,46.34%,EMP_MAR12_NUM,WEMP,51.00%,EMP_MAR12_NUM,0,0,0
B_CRDSRC_OTHER_WIN,INCOM_U_OTHER_FEES_PCT,51.00%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,45.89%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,51.00%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
O1_NAME_TITLE,PREV_OWN_ADDR_CITY_TXT,51.00%,OWNER1_NAME,O1_NAME_TITLE,43.34%,OWNER1_NAME,O1_NAME_TITLE,51.00%,OWNER1_NAME,0,0,0
EXPNS,RCPT_REPAIR_TOT_PCT,51.00%,EXPS_TOT_VAL,EXPNS,47.12%,EXPS_TOT_VAL,EXPNS,51.00%,EXPS_TOT_VAL,0,0,0
PERFBONUSM,CLNC_CHSE_MEAS_OMNG,51.00%,EMP_MNG_BONUS_CODE,PERFBONUSM,46.34%,EMP_MNG_BONUS_CODE,PERFBONUSM,51.00%,EMP_MNG_BONUS_CODE,0,0,0
O1_OTH_BUS_WIN,OPSTAT_ADDR_CITY,50.90%,PREV_BUS_OWN_TXT,O1_OTH_BUS_WIN,45.78%,PREV_BUS_OWN_TXT,O1_OTH_BUS_WIN,50.90%,PREV_BUS_OWN_TXT,0,0,0
,INV_YES,,,,,,,,,0,0,0
B_WORKHOME_FCT_WI,EMP_MAR12_NUM,50.90%,WORK_HOME_WRTIN_TXT,B_WORKHOME_FCT_WI,43.25%,WORK_HOME_WRTIN_TXT,B_WORKHOME_FCT_WI,50.90%,WORK_HOME_WRTIN_TXT,0,0,0
B_SALES_TOT_US,DEFNS_SHIPM_RCPT,50.90%,SALES_US_TOT_VAL,B_SALES_TOT_US,45.53%,SALES_US_TOT_VAL,B_SALES_TOT_US,50.90%,SALES_US_TOT_VAL,0,0,0
B_COOP,EXPS_COMPTR_OTHEQ_VAL,50.90%,COOP_PARTNER_LOC_CHKBOX,B_COOP,44.96%,COOP_PARTNER_LOC_CHKBOX,B_COOP,50.90%,COOP_PARTNER_LOC_CHKBOX,0,0,0
,INCOM_UNIT_BROK_AO_DEAL_YES_ARCHIVE,,,,,,,,,0,0,0
WZWAGE,PAY_ANN_PRDWRK,50.80%,EXPS_RSRCH_PAYROLL_VAL,WZWAGE,45.06%,EXPS_RSRCH_PAYROLL_VAL,WZWAGE,50.80%,EXPS_RSRCH_PAYROLL_VAL,0,0,0
RESP_PHONE_EXT ,AGENTEXTN,50.80%,CERT_EXTENSION_NUM,RESP_PHONE_EXT ,46.14%,CERT_EXTENSION_NUM,RESP_PHONE_EXT ,50.80%,CERT_EXTENSION_NUM,0,0,0
WZWAGE,PAY_ANN_PRDWRK_VAL,50.80%,EXPS_RSRCH_PAYROLL_VAL,WZWAGE,45.06%,EXPS_RSRCH_PAYROLL_VAL,WZWAGE,50.80%,EXPS_RSRCH_PAYROLL_VAL,0,0,0
B_TYPS_WRKS,PROP_MAR12_HLTHOTH,50.80%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,43.15%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,50.80%,WRKR_TYPE_CHKBOX,0,0,0
B_WORKHOME_PCT_ONE ,TOC_REPAIR_398,50.80%,WORK_HOME_ONE_PCT,B_WORKHOME_PCT_ONE ,44.87%,WORK_HOME_ONE_PCT,B_WORKHOME_PCT_ONE ,50.80%,WORK_HOME_ONE_PCT,0,0,0
B_CRDSRC,INCOM_U_LOAN_UNSEC_OTH_PCT,50.80%,CREDIT_SOURCES_CHKBOX,B_CRDSRC,43.16%,CREDIT_SOURCES_CHKBOX,B_CRDSRC,50.80%,CREDIT_SOURCES_CHKBOX,0,0,0
B_SALES_PCT_GOODS,RCPT_COMSN_GRSELL,50.80%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,45.47%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,50.80%,SALES_GOODS_PCT,0,0,0
B_REV ,RCPT_CLIENT_S_TOT_PCT,50.80%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,44.84%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,50.80%,CUST_TYPE_10_PCT_SALES_CHKBOX,0,0,0
B_SALES_TOT_US,RCPT_TOT_PROD,50.80%,SALES_US_TOT_VAL,B_SALES_TOT_US,43.20%,SALES_US_TOT_VAL,B_SALES_TOT_US,50.80%,SALES_US_TOT_VAL,0,0,0
B_SALES_TOT_US,RCPT_NTLGAS_RESALE,50.80%,SALES_US_TOT_VAL,B_SALES_TOT_US,44.64%,SALES_US_TOT_VAL,B_SALES_TOT_US,50.80%,SALES_US_TOT_VAL,0,0,0
B_REV ,RCPT_CLIENT_S_INFOTH,50.80%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,43.21%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,50.80%,CUST_TYPE_10_PCT_SALES_CHKBOX,0,0,0
B_ACTIVITYUC_OTHER ,EXPS_ADMIN_LIFE,50.70%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,44.62%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,50.70%,UNAFFIL_US_EXPS_OTH_STAT,0,0,0
B_TYPS_WRKS,EMP_MAR12_OTHMAN,50.70%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,43.06%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,50.70%,WRKR_TYPE_CHKBOX,0,0,0
B_TYPS_WRKS,EMP_MAR12_OCCTHER,50.70%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,43.09%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,50.70%,WRKR_TYPE_CHKBOX,0,0,0
B_RDEXP_DOM_EQUIPMT,RCPT_MOTR_NEWFRN_DVAL,50.70%,EXPS_RD_DOM_EQUIP_VAL,B_RDEXP_DOM_EQUIPMT,43.13%,EXPS_RD_DOM_EQUIP_VAL,B_RDEXP_DOM_EQUIPMT,50.70%,EXPS_RD_DOM_EQUIP_VAL,0,0,0
B_INNOV_GOODS,INV_FINISHED_BGN,50.60%,NEW_IMPROVE_GOODS_STAT,B_INNOV_GOODS,44.90%,NEW_IMPROVE_GOODS_STAT,B_INNOV_GOODS,50.60%,NEW_IMPROVE_GOODS_STAT,0,0,0
B_RD_MACHINE,RENT_PAY_ENT_MACH,50.60%,RD_MACHINE_STAT,B_RD_MACHINE,46.20%,RD_MACHINE_STAT,B_RD_MACHINE,50.60%,RD_MACHINE_STAT,0,0,0
TCPEX,RCPT_ADV_SPACE_VAL,50.60%,CAPEX_TOT_VAL,TCPEX,45.55%,CAPEX_TOT_VAL,TCPEX,50.60%,CAPEX_TOT_VAL,0,0,0
B_EMPNUM_W2_TOTAL,EMP_SUM_AVGOTH_PY,50.60%,EMP_W2_TOT_DNUM,B_EMPNUM_W2_TOTAL,44.18%,EMP_W2_TOT_DNUM,B_EMPNUM_W2_TOTAL,50.60%,EMP_W2_TOT_DNUM,0,0,0
B_CONTRACTOUT_TYPE,RCPT_CONTRACT_C,50.60%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,44.49%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,50.60%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_SALES_PCT_SERVICE,EXPS_ADVERT_VAL,50.60%,SALES_SERVICE_PCT,B_SALES_PCT_SERVICE,44.39%,SALES_SERVICE_PCT,B_SALES_PCT_SERVICE,50.60%,SALES_SERVICE_PCT,0,0,0
EXPNS,PRCH_TRANS_TOT,50.50%,EXPS_TOT_VAL,EXPNS,46.63%,EXPS_TOT_VAL,EXPNS,50.50%,EXPS_TOT_VAL,0,0,0
EXPNS,PRCH_TRANS_COST_TOT,50.50%,EXPS_TOT_VAL,EXPNS,46.63%,EXPS_TOT_VAL,EXPNS,50.50%,EXPS_TOT_VAL,0,0,0
O1_ACQ_BUS_YR,PREV_OWN_STAT,50.50%,OWNER_ACQ_YEAR,O1_ACQ_BUS_YR,42.89%,OWNER_ACQ_YEAR,O1_ACQ_BUS_YR,50.50%,OWNER_ACQ_YEAR,0,0,0
EXPNS,LIAB_STOCKHOLD_TOT_VAL,50.50%,EXPS_TOT_VAL,EXPNS,45.89%,EXPS_TOT_VAL,EXPNS,50.50%,EXPS_TOT_VAL,0,0,0
,PAY_ANN_PRDWRK_VAL ,,,,,,,,,0,0,0
EXPNS,INCOM_EXPS_NOP_DBCRD3_VAL,50.50%,EXPS_TOT_VAL,EXPNS,44.79%,EXPS_TOT_VAL,EXPNS,50.50%,EXPS_TOT_VAL,0,0,0
B_DESIGNOUT ,RCPT_FOOD_CNTRC_OFFICE,50.50%,MAN_DESIGNOUT_STAT,B_DESIGNOUT ,42.92%,MAN_DESIGNOUT_STAT,B_DESIGNOUT ,50.50%,MAN_DESIGNOUT_STAT,0,0,0
B_EMPNUM_UNPAID,EMP_MAR12_TOT_W,50.40%,EMP_UNPAID_NUM,B_EMPNUM_UNPAID,42.88%,EMP_UNPAID_NUM,B_EMPNUM_UNPAID,50.40%,EMP_UNPAID_NUM,0,0,0
B_TYPS_WRKS,EMP_DEC12_PRDWRK_PY,50.40%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,44.36%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,50.40%,WRKR_TYPE_CHKBOX,0,0,0
B_SALES_TOT ,INCOM_LOAN_GOV_OTH_PCT,50.40%,RCPT_ALL_TOT_VAL,B_SALES_TOT ,42.84%,RCPT_ALL_TOT_VAL,B_SALES_TOT ,50.40%,RCPT_ALL_TOT_VAL,0,0,0
B_CONTRACTOUT_TYPE,RCPT_CONTRACT_W,50.40%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,42.83%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,50.40%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDEXP_DOM_EQUIPMT,RCPT_MOTR_METAL_DVAL,50.40%,EXPS_RD_DOM_EQUIP_VAL,B_RDEXP_DOM_EQUIPMT,44.37%,EXPS_RD_DOM_EQUIP_VAL,B_RDEXP_DOM_EQUIPMT,50.40%,EXPS_RD_DOM_EQUIP_VAL,0,0,0
O1_NAME_TITLE,JOINT_COMPANY_NAME_1,50.40%,OWNER1_NAME,O1_NAME_TITLE,42.80%,OWNER1_NAME,O1_NAME_TITLE,50.40%,OWNER1_NAME,0,0,0
B_CRDSRC_OTHER_WIN,LIAB_LONG_BANK_LOAN_VAL,50.30%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,42.77%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,50.30%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
RESP_EMAIL  ,MAIL_ADDR_ST_TXT,50.30%,CERT_EMAIL_TXT,RESP_EMAIL  ,42.76%,CERT_EMAIL_TXT,RESP_EMAIL  ,50.30%,CERT_EMAIL_TXT,0,0,0
B_TYPS_WRKS,CLASS_INDPRD,50.30%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,42.71%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,50.30%,WRKR_TYPE_CHKBOX,0,0,0
B_EMPNUM_UNPAID,MSC_CONTRACT_TOT,50.30%,EMP_UNPAID_NUM,B_EMPNUM_UNPAID,44.23%,EMP_UNPAID_NUM,B_EMPNUM_UNPAID,50.30%,EMP_UNPAID_NUM,0,0,0
B_RD_MACHINE,PRCH_ENT_REPAIR_MACH,50.30%,RD_MACHINE_STAT,B_RD_MACHINE,44.93%,RD_MACHINE_STAT,B_RD_MACHINE,50.30%,RD_MACHINE_STAT,0,0,0
O1_OTH_BUS_WIN,OPSTAT_NAME1_TXT,50.30%,PREV_BUS_OWN_TXT,O1_OTH_BUS_WIN,44.39%,PREV_BUS_OWN_TXT,O1_OTH_BUS_WIN,50.30%,PREV_BUS_OWN_TXT,0,0,0
O1_OWNER_DISABLE,OPSTAT_ADDR_STATE,50.20%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,47.70%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,50.20%,OWNER_DISABILITY_CODE,0,0,0
B_RDEXP_DOM_DEPR,ASSET_RETIRED_BUILD,50.20%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,42.64%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,50.20%,EXPS_RD_DOM_DEPR_VAL,0,0,0
B_ACTIVITYUC_INFO ,PRCH_COMPSVC,50.20%,UNAFFIL_US_INFOTEC_STAT,B_ACTIVITYUC_INFO ,44.39%,UNAFFIL_US_INFOTEC_STAT,B_ACTIVITYUC_INFO ,50.20%,UNAFFIL_US_INFOTEC_STAT,0,0,0
O1_MAJOR,PROP_MAR12_PHYS,50.20%,EDU_CODE,O1_MAJOR,43.73%,EDU_CODE,O1_MAJOR,50.20%,EDU_CODE,0,0,0
B_REV ,CLASS_LOCALRES,50.20%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,42.63%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,50.20%,CUST_TYPE_10_PCT_SALES_CHKBOX,0,0,0
EXPNS,RENT_PAY_TOT,50.10%,EXPS_TOT_VAL,EXPNS,44.23%,EXPS_TOT_VAL,EXPNS,50.10%,EXPS_TOT_VAL,0,0,0
B_INNOV_SERV,PRCH_OTHEXPS_PY,50.10%,NEW_IMPROVE_SERVICES_STAT,B_INNOV_SERV,44.73%,NEW_IMPROVE_SERVICES_STAT,B_INNOV_SERV,50.10%,NEW_IMPROVE_SERVICES_STAT,0,0,0
WZDEPR,ASSET_TOT_BGN_BUILD,50.10%,EXPS_RSRCH_DEPR_VAL,WZDEPR,44.07%,EXPS_RSRCH_DEPR_VAL,WZDEPR,50.10%,EXPS_RSRCH_DEPR_VAL,0,0,0
WEMP,EMP_MAR12_OTHWRK_M_PY,50.10%,EMP_MAR12_NUM,WEMP,44.70%,EMP_MAR12_NUM,WEMP,50.10%,EMP_MAR12_NUM,0,0,0
RESP_PHONE_EXT ,FGINFO_ZIP,50.10%,CERT_EXTENSION_NUM,RESP_PHONE_EXT ,45.62%,CERT_EXTENSION_NUM,RESP_PHONE_EXT ,50.10%,CERT_EXTENSION_NUM,0,0,0
B_ACTIVITYUFC_OTHER ,INCOM_FOR_NONCONS_DOM_VAL,50.10%,AFFIL_NONUS_EXPS_OTH_STAT,B_ACTIVITYUFC_OTHER ,43.33%,AFFIL_NONUS_EXPS_OTH_STAT,B_ACTIVITYUFC_OTHER ,50.10%,AFFIL_NONUS_EXPS_OTH_STAT,0,0,0
EXPNS,INCOM_EXPS_NOP_DBCRD1_VAL,50.10%,EXPS_TOT_VAL,EXPNS,44.44%,EXPS_TOT_VAL,EXPNS,50.10%,EXPS_TOT_VAL,0,0,0
B_EMPNUM_UNPAID,EMP_MAR12_TOT_S,50.10%,EMP_UNPAID_NUM,B_EMPNUM_UNPAID,42.61%,EMP_UNPAID_NUM,B_EMPNUM_UNPAID,50.10%,EMP_UNPAID_NUM,0,0,0
B_OPR ,PROP_MAR12_PHYTHER,50.10%,EQUAL_OP_CODE,B_OPR ,42.58%,EQUAL_OP_CODE,B_OPR ,50.10%,EQUAL_OP_CODE,0,0,0
EMPC,EXPS_CONTRACT_VAL,52.50%,EMP_RSRCH_CONTRACT_NUM,EMPC,46.79%,EMP_RSRCH_CONTRACT_NUM,EMPC,52.50%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_REV ,CLASS_BANKS,50.00%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,42.48%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,50.00%,CUST_TYPE_10_PCT_SALES_CHKBOX,0,0,0
B_SALES_PCT_SERVICE,PRCH_ENT_ADVERT,50.00%,SALES_SERVICE_PCT,B_SALES_PCT_LICENSE,43.59%,SALES_LICENSES_PCT,B_SALES_PCT_SERVICE,50.00%,SALES_SERVICE_PCT,0,0,0
B_EXPCOST_TECH,RCPT_APSOFT_MAIN_PCT,50.00%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,44.40%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,50.00%,CAPEX_RD_OPS_TECH_VAL,0,0,0
B_TYPS_WRKS,EMP_MAR12_PRDWRK_PY,49.90%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,44.08%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,49.90%,WRKR_TYPE_CHKBOX,0,0,0
O1_REASON_COMM  ,AFFIL_OWNER_ADDR_CITY,49.90%,OWNING_REASON_COMM _CODE,O1_REASON_COMM  ,44.31%,OWNING_REASON_COMM _CODE,O1_REASON_COMM  ,49.90%,OWNING_REASON_COMM _CODE,0,0,0
B_EMPTRAIN_HRS,HOURS_ELEC,49.90%,EMP_TRAIN_HRS_AVG,B_EMPTRAIN_HRS,43.61%,EMP_TRAIN_HRS_AVG,B_EMPTRAIN_HRS,49.90%,EMP_TRAIN_HRS_AVG,0,0,0
B_TYPS_WRKS,EMP_MAR12_DIET,49.90%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,42.40%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,49.90%,WRKR_TYPE_CHKBOX,0,0,0
B_ACTIVITYUC_OTHER ,EXPS_ADMIN_PRDPC_INS,49.90%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,43.92%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,49.90%,UNAFFIL_US_EXPS_OTH_STAT,0,0,0
B_SALES_PCT_GOODS,RCPT_CUST_IND_DVAL,49.90%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,42.37%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,49.90%,SALES_GOODS_PCT,0,0,0
B_TYPS_WRKS,EMP_JUN12_PRDWRK,49.80%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,44.23%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,49.80%,WRKR_TYPE_CHKBOX,0,0,0
EXPNS,RCPT_TOT_VAL_SUM,49.80%,EXPS_TOT_VAL,EXPNS,42.29%,EXPS_TOT_VAL,EXPNS,49.80%,EXPS_TOT_VAL,0,0,0
,DELIV_SERV_NO_ARCHIVE,,,,,,,,,0,0,0
B_EMPTRAIN,EMP_MAR12_PHYTHER,49.80%,EMP_TRAIN_AREA_CHKBOX,B_EMPTRAIN,42.30%,EMP_TRAIN_AREA_CHKBOX,B_EMPTRAIN,49.80%,EMP_TRAIN_AREA_CHKBOX,0,0,0
O3_NAME_TITLE,COMPANYNAME,49.80%,OWNER3_NAME,O3_NAME_TITLE,42.37%,OWNER3_NAME,O3_NAME_TITLE,49.80%,OWNER3_NAME,0,0,0
NPRDFIELDWI,ADD_REMARKS_TXT,49.80%,EXPS_RSRCH_FLD_TOT_TXT,WRDEMWI,45.32%,EMP_MAR12_RSRCH_TOT_TXT,NPRDFIELDWI,49.80%,EXPS_RSRCH_FLD_TOT_TXT,0,0,0
O1_OTH_BUS_WIN,PREV_OWN_CNTRY_TXT,49.80%,PREV_BUS_OWN_TXT,O1_OTH_BUS_WIN,42.29%,PREV_BUS_OWN_TXT,O1_OTH_BUS_WIN,49.80%,PREV_BUS_OWN_TXT,0,0,0
B_EXPCOST_TECH,RCPT_SYSOFT_MAIN_PCT,49.80%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,44.48%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,49.80%,CAPEX_RD_OPS_TECH_VAL,0,0,0
B_OPEXPENSE ,INCOM_EXPS_RECURR_VAL,49.70%,EXPS_TOT_VAL,B_OPEXPENSE ,42.29%,EXPS_TOT_VAL,B_OPEXPENSE ,49.70%,EXPS_TOT_VAL,0,0,0
B_SALES_TOT_US,INCOM_LEAS_XAUTO_TOT_PCT,49.70%,SALES_US_TOT_VAL,B_SALES_TOT_US,42.24%,SALES_US_TOT_VAL,B_SALES_TOT_US,49.70%,SALES_US_TOT_VAL,0,0,0
B_CRDSRC_OTHER_WIN,INCOM_LOAN_GOV_INT_PCT,49.70%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,42.26%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,49.70%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
B_TYPS_WRKS,EMP_SHEET,49.70%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,42.22%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,49.70%,WRKR_TYPE_CHKBOX,0,0,0
B_TYPS_WRKS,EMP_MAR12_REPAIR,49.60%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,42.15%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,49.60%,WRKR_TYPE_CHKBOX,0,0,0
,OWNSTAT_NAT_ARCHIVE,,,,,,,,,0,0,0
B_ACTIVITYUC_INFO ,PRCH_AUX_COMSVC,49.60%,UNAFFIL_US_INFOTEC_STAT,B_ACTIVITYUC_INFO ,43.32%,UNAFFIL_US_INFOTEC_STAT,B_ACTIVITYUC_INFO ,49.60%,UNAFFIL_US_INFOTEC_STAT,0,0,0
RESP_BUS_DESC,ADD_MAJOR_ACT_CODE,49.60%,NAICS_DESC_TXT,RESP_BUS_DESC,44.30%,NAICS_DESC_TXT,RESP_BUS_DESC,49.60%,NAICS_DESC_TXT,0,0,0
O4_NAME_TITLE,JOINT_COMPANY_ADDR_STREET_4,49.60%,OWNER4_NAME,O4_NAME_TITLE,42.13%,OWNER4_NAME,O4_NAME_TITLE,49.60%,OWNER4_NAME,0,0,0
B_EXPCOST_TECH,RCPT_SYSOFT_PERS_PCT,49.60%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,44.30%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,49.60%,CAPEX_RD_OPS_TECH_VAL,0,0,0
B_ANYONE_10_PCT,JOINT_INVEST_PCT_5,49.60%,OWNED_10_PCT_STAT,B_ANYONE_10_PCT,43.85%,OWNED_10_PCT_STAT,B_ANYONE_10_PCT,49.60%,OWNED_10_PCT_STAT,0,0,0
B_OPEXPENSE ,DEPR_AUX_TOT,49.60%,EXPS_TOT_VAL,B_OPEXPENSE ,44.06%,EXPS_TOT_VAL,B_OPEXPENSE ,49.60%,EXPS_TOT_VAL,0,0,0
FYEND_MONTH,COMP_DATE,49.60%,FY_END_DATE,FYEND_MONTH,46.47%,FY_END_DATE,FYEND_MONTH,49.60%,FY_END_DATE,0,0,0
B_ACTIVITYUC_OTHER ,EXPS_ADMIN_LIFE_REINS,49.50%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,43.76%,UNAFFIL_US_EXPS_OTH_STAT,B_ACTIVITYUC_OTHER ,49.50%,UNAFFIL_US_EXPS_OTH_STAT,0,0,0
,RCPT_EXCISE_INCL_YES,,,,,,,,,0,0,0
WEMP,EMP_MAR12_OTHWRK_C,49.40%,EMP_MAR12_NUM,WEMP,44.96%,EMP_MAR12_NUM,WEMP,49.40%,EMP_MAR12_NUM,0,0,0
B_SALES_TOT_US,RCPT_BILL_PAY_PCT,49.40%,SALES_US_TOT_VAL,B_SALES_TOT_US,43.67%,SALES_US_TOT_VAL,B_SALES_TOT_US,49.40%,SALES_US_TOT_VAL,0,0,0
B_RD_MACHINE,EQP_MAT_PRCH_MAT,49.40%,RD_MACHINE_STAT,B_RD_MACHINE,42.01%,RD_MACHINE_STAT,B_RD_MACHINE,49.40%,RD_MACHINE_STAT,0,0,0
B_ACTIVITYUFC_INFO,PRCH_COMMSVC,49.40%,AFFIL_NONUS_INFOTEC_STAT,B_ACTIVITYUFC_INFO,45.35%,AFFIL_NONUS_INFOTEC_STAT,B_ACTIVITYUFC_INFO,49.40%,AFFIL_NONUS_INFOTEC_STAT,0,0,0
B_SALES_TOT_US,RCPT_MOTR_OTH_DVAL,49.40%,SALES_US_TOT_VAL,B_SALES_TOT_US,44.17%,SALES_US_TOT_VAL,B_SALES_TOT_US,49.40%,SALES_US_TOT_VAL,0,0,0
B_ACTIVITYUFC_INFO,EXPS_COMMSVC_VAL,49.40%,AFFIL_NONUS_INFOTEC_STAT,B_ACTIVITYUFC_INFO,45.35%,AFFIL_NONUS_INFOTEC_STAT,B_ACTIVITYUFC_INFO,49.40%,AFFIL_NONUS_INFOTEC_STAT,0,0,0
