,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,Cosine Score,Jaccard Score,result
793,PRCH_ENT_PROFSVC,B_RDFUND_US_THISBUS,"Enterprise payments for other establishments,  purchased professional and technical services",Domestic R&D costs paid by this business,40.89%,48.11%,0.00%,FUNDS_RD_US_OWN_VAL
794,PAY_ANN_LSD_MANUF,B_CONTRACTOUT_TYPE,Leased Annual Payroll from Manufacturing Clients,Type of companies that manufacturing was contracted out to ,40.88%,45.89%,12.50%,MAN_CONTRACTOUT_CHKBOX
795,CLASS_QUAL,B_NEWCUSTSTART ,"Class of Customer,  Did this establishment require proof of business or professional license from new customers?",Yes/No if business was founded around a new/customized product or service created by a founder,40.84%,45.84%,12.50%,NEW_CUST_PROD_START_STAT
796,RCPT_MOTR_GRAIN_DVAL,B_SALES_TOT_US,"Grains, Alcohol, Tobacco Products motor carrier revenue","Amount of sales, revenue, and grants from domestic operations",40.84%,46.44%,9.09%,SALES_US_TOT_VAL
797,INCOM_EXPS_RECURR_DBCRD_TXT,B_OPEXPENSE ,Other recurring nonoperating income (expenses) - principal debits and credits that contribute - Description,Total domestic operating expenses,40.83%,46.56%,8.33%,EXPS_TOT_VAL
798,RCPT_INTELPH_BUN_PCT,B_SALES_PCT_GRANT,Percentage of receipts for internet telephone services from “bundled” services.,"Percent of domestic sales, revenues, and grants coming from selling services to customers",40.80%,46.64%,7.69%,SALES_GRANT_PCT
799,EXPS_DIR_CREDITS_VAL,B_CRDSRC,Other direct credits (charges) to retained earnings,Other sources of credit not listed,40.79%,47.99%,0.00%,CREDIT_SOURCES_CHKBOX
800,PROFIT_LOSS_DVAL,EXPNS,profit/loss amount,Amount of total expenses,40.78%,47.98%,0.00%,EXPS_TOT_VAL
801,COST_CONTRACT_NONPRD,B_CONTRACTOUT,Contract work and nonproduction labor done for you by others,Yes/No if business contracted out manufacturing tasks,40.77%,47.96%,0.00%,MAN_CONTRACTOUT_STAT
802,RCPT_OWN_VAL,B_SALES_PCT_GOODS,Commissions and Fee: Product sales,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",40.77%,46.36%,9.09%,SALES_GOODS_PCT
803,JOINT_COMPANY_ADDR_STATE_4,O4_NAME_TITLE,"Investors, State of Company Investor 4",Name of fourth owner,40.75%,47.94%,0.00%,OWNER4_NAME
804,EMP_JUN12_PRDWRK_PY,WEMP,"Second Quarter Employment,  Production Workers  Prior Year",Number of employees as of March 12th,40.74%,47.93%,0.00%,EMP_MAR12_NUM
805,EMP_MACH,B_TYPS_WRKS,"Selected MetalWorking Employment,  Machine shop",Types of workers that were used by the business,40.72%,47.91%,0.00%,WRKR_TYPE_CHKBOX
806,SUBSID_NONCONSOL_NUM,B_COOP,Number of corporations not consolidated in this report,Companieswithin the business group ,40.71%,47.89%,0.00%,COOP_PARTNER_LOC_CHKBOX
807,CLASS_AUX_YES,B_ACTIVITYUFC_ADMIN ,"Auxiliary Establishments,  Was this establishment primarily engaged in providing management, administrative, or support services to other establishments of your enterprise (rather than for the general public or other business firms)?",Yes/No if foreign affiliated companies conducted administrative or management functions for this business,40.68%,45.07%,15.79%,AFFIL_NONUS_ADMIN_STAT
808,JOINT_COMPANY_ADDR_CITY_4,O4_NAME_TITLE,"Investors, City of Company Investor 4",Name of fourth owner,40.67%,47.84%,0.00%,OWNER4_NAME
809,RCPT_CLIENT_U_TOT_PCT,B_REV ,"Class of Customer,  Total Utilities",Types of customers that accounted for 10% or more of total sales,40.66%,45.87%,11.11%,CUST_TYPE_10_PCT_SALES_CHKBOX
810,EMP_MAR12_ASMBLY,B_CONTRACTIN_TYPE ,"Employment By Primary Occupation, 'Knockdown' assembly - assembling prefabricated components designed for a single application or reassembly of completed products",Types of companies that this business performed manufacturing for,40.66%,47.83%,0.00%,MAN_CONTRACTIN_CHKBOX
811,OPSTAT_SOLD_DATE,B_CEASED_MONTH,Operational Status: Sold or Leased Date,Month the business ceased operation,40.65%,47.82%,0.00%,OPSTAT_CEASED_MONTH_DATE
812,GOV_DEL_OPEN,RESP_EMAIL  ,Gov Delivery- Email opened,Contact Information: Email,40.64%,44.87%,16.67%,CERT_EMAIL_TXT
813,PRCH_ENT_REPAIR_TRANS,B_DESIGNOUT ,"Enterprise payments for other establishments,  purchased repairs and maintenance to transportation equipment",Yes/No if business provided design for goods that were contracted out,40.62%,47.79%,0.00%,MAN_DESIGNOUT_STAT
814,AIES_LOCATION_SUMMARY,B_COOP,Summary of the locations for a company,Companieswithin the business group ,40.61%,47.77%,0.00%,COOP_PARTNER_LOC_CHKBOX
815,GOVOWN,AFFILWI ,Was this establishment operated by or under the control of a government entity or a board of directors either appointed by such an entity or publicly elected?,Details on affiliated organization ,40.60%,47.77%,0.00%,AFFIL_ORG_TXT
816,LICENSED_MD_YES_ARCHIVE,B_EMPNUM_RDFTE_TOTAL,Is there a licensed M.D. or D.O. working at this establishment?,Full-time equivalent of the R&D employees,40.59%,47.75%,0.00%,EMP_FTE_RD_NUM
817,AFFIL_SPL_NAICS_SELFDSG_WRT,O1_REASON_FAMBUS ,"Added child establishment,   Kind of business write-in description",Reason for owning business: Carrying on family business,40.58%,45.98%,10.00%,OWNING_REASON_FAMBUS _CODE
818,EXPS_TRANSP_VAL,B_IMPROCESS_LOG ,Purchased Freight Transportation,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",40.58%,47.74%,0.00%,IMPROCESS_LOG_STAT 
819,RCPT_ESHIP_PCT,B_IMPROCESS_LOG ,E-shipments,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",40.57%,47.73%,0.00%,IMPROCESS_LOG_STAT 
820,RCPT_CONTRACT_R,B_DESIGNOUT ,"Contract Work done by customer in Puerto Rico,  Retailers",Yes/No if business provided design for goods that were contracted out,40.57%,47.73%,0.00%,MAN_DESIGNOUT_STAT
821,EMP_MAR12_ADVMARKT,O1_REASON_FINDJOB,"Employment By Primary Occupation, Advertising and market research/marketing",Reason for owning business: Unable to find employment,40.55%,45.94%,10.00%,OWNING_REASON_FINDJOB_CODE
822,EMP_MAR12_LPN_XPSY,B_TYPS_WRKS,"Employment By Occupation, Licensed practical or vocational nurses",Types of workers that were used by the business,40.55%,47.71%,0.00%,WRKR_TYPE_CHKBOX
823,RCPT_INTELPH_UNBUN_PCT,B_ACTIVITYUC_INFO ,Percentage of receipts for internet telephone services from “unbundled” or “stand alone” services.,Yes/No if domestic unaffiliated companies conducted information and communication tech services for this business,40.55%,46.35%,7.69%,UNAFFIL_US_INFOTEC_STAT
824,INCOM_LOAN_VEH_ORI_PCT,B_CRDSRC_OTHER_WIN,"Loan Products Income, Consumer vehicle loans, Origination Fees",Write-in of what lenders the business applied for new credit with ,40.55%,47.70%,0.00%,CREDIT_SRCS_OTH_WRTIN_TXT
825,HOURS_ROLL_PIPE,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours,  Pipe mills",Average number of hours of training that employees at this business received,40.52%,46.20%,8.33%,EMP_TRAIN_HRS_AVG
826,EXPS_ADMIN_MEDPC_INS,B_OPEXPENSE ,"Adminstrative Expenses, Medical malpractice insurance",Total domestic operating expenses,40.50%,45.44%,12.50%,EXPS_TOT_VAL
827,EXPS_TEMPSTAF_VAL,B_OPEXPENSE ,Temporary Staff and Leased Employee Expense,Total domestic operating expenses,40.50%,47.64%,0.00%,EXPS_TOT_VAL
828,EXPS_TEMPSTAF_VAL,B_OPEXPENSE ,Temporary staff and leased employee expense,Total domestic operating expenses,40.50%,47.64%,0.00%,EXPS_TOT_VAL
829,PRCH_TRANS_COST_OTH,B_IMPROCESS_LOG ,"Purchased Transportation,  Other (Include pickup, delivery, and transfer service.)","Whether the business introduced new or improved methods for logistics, delivery or distribution methods",40.49%,46.17%,8.33%,IMPROCESS_LOG_STAT 
830,INV_WRKPROC_END,B_BUSTARGET,"Inventories, Work-in-process, End of Year",The timeframe that the business focused on for production targets,40.49%,47.63%,0.00%,PROD_TARG_TIMEFRM_CODE
831,HOUSE_NEWRES,O1_OTH_BUS,"Did you start the building and/or manage construction of new residential buildings (single-family homes, townhomes, apartments, condominiums)?","Status of the previous business, other than this one, that the first owner started",40.47%,47.62%,0.00%,PREV_BUS_OWN_CODE
832,RCPT_CLIENT_U_IND,B_COOP,"Class of Customer, Industrial",Companies that are the clients or customers outside the business group,40.46%,47.60%,0.00%,COOP_PARTNER_LOC_CHKBOX
833,INCOM_LEAS_AUTO_TOT_PCT,B_SALES_TOT_US,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Total","Amount of sales, revenue, and grants from domestic operations",40.42%,47.55%,0.00%,SALES_US_TOT_VAL
834,RCPT_TELEMED_VAL,B_SALES_PCT_LICENSE,Revenues from Telemedicine Services: Revenue,"Percent of domestic sales, revenues, and grants coming from selling services to customers",40.41%,44.01%,20.00%,SALES_LICENSES_PCT
835,NPATREV_CONTGIFT,GRNTS,"Non-Patient Care Revenue,  Contributions, gifts, and grants received",Amount of funding provided to others for research grants or contracts,40.41%,45.93%,9.09%,EXPS_PROV_RSRCH_VAL
836,RCPT_CLIENT_U_INST,B_COOP,"Class of Customer, Institutional",Companies that are the clients or customers outside the business group,40.40%,47.53%,0.00%,COOP_PARTNER_LOC_CHKBOX
837,INCOM_UNIT_BROK_TOT_PCT,B_SALES_TOT_US,"Brokering and Dealing Products,  Total income","Amount of sales, revenue, and grants from domestic operations",40.40%,47.53%,0.00%,SALES_US_TOT_VAL
838,EXPS_RENT_MACH_VAL,B_RDEXP_DOM_EQUIPMT,"Lease and Rental Payments for Machinery, Equipment, and Other Tangible Items",Amount of domestic R&D costs going to expensed machinery and equipment,40.38%,43.98%,20.00%,EXPS_RD_DOM_EQUIP_VAL
839,RCPT_BRDBND_TOT_PCT,EXPNS,Percentage of receipts for broadband internet access Total,Amount of total expenses,40.34%,44.94%,14.29%,EXPS_TOT_VAL
840,INV_E_WIP_VAL,B_BUSTARGET,"Inventories: Work-in-process, Current Year",The timeframe that the business focused on for production targets,40.34%,47.46%,0.00%,PROD_TARG_TIMEFRM_CODE
841,RCPT_ADV_OTH_PCT,B_SALES_PCT_GRANT,Source of Advertising Revenue: All other,"Percent of domestic sales, revenues, and grants coming from selling services to customers",40.33%,47.45%,0.00%,SALES_GRANT_PCT
842,RCPT_ECOMM_OTH_STAT,B_SALES_TOT_US,Revenue from Electronic Sources: Electronic systems,"Amount of sales, revenue, and grants from domestic operations",40.33%,45.24%,12.50%,SALES_US_TOT_VAL
843,HOURS_OXY,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours,  Basic oxygen furnaces",Average number of hours of training that employees at this business received,40.30%,46.06%,7.69%,EMP_TRAIN_HRS_AVG
844,RCPT_SVCSTA_YES,B_SALES_TOT_US,"Did any of the sales reported include the value of transfers to other company-owned gasoline stations, fuel oil dealers, and liquefied petroleum (LP) gas dealers?","Amount of sales, revenue, and grants from domestic operations",40.30%,46.58%,4.76%,SALES_US_TOT_VAL
845,PRCH_AUX_ADVERT,B_ACTIVITYUFC_SALE ,"Auxiliary establishment, purchased advertising and promotional services",Yes/No if foreign affiliated companies conducted marketing or sales services for this business,40.29%,46.05%,7.69%,AFFIL_NONUS_SALES_STAT
846,RCPT_MULTCHL_TOT_PCT,B_SALES_PCT_LICENSE,Percentage of receipts for multichannel programming distribution services  Total,"Percent of domestic sales, revenues, and grants coming from selling services to customers",40.28%,46.13%,7.14%,SALES_LICENSES_PCT
847,RCPT_FOOD_CNTRC_UNIV,B_COOP,"Contract Feeding,  Colleges or universities",Universities or other higher education institutions ,40.27%,44.43%,16.67%,COOP_PARTNER_LOC_CHKBOX
848,INV_WRKPROC_BGN,B_BUSTARGET,"Inventories, Work-in-process, Beginning of Year",The timeframe that the business focused on for production targets,40.26%,47.37%,0.00%,PROD_TARG_TIMEFRM_CODE
849,INV_PY_NONLIFO_TOT_DVAL,EXPNS,Inventory Valuation Methods: PY non-LIFO Total,Amount of total expenses,40.26%,45.16%,12.50%,EXPS_TOT_VAL
850,MRCH_NONMERCH_EC_DVAL,B_SALES_PCT_GOODS,non-merchandise ecommerce derived estimate,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",40.25%,47.36%,0.00%,SALES_GOODS_PCT
851,RCPT_PER_PUB_VAL,,Total Periodical Revenue,Frequency of financial audits,40.24%,47.35%,0.00%,AUD_FREQ_CODE
852,HOURS_ROLL_SHEET,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours,  Sheet and strip mills",Average number of hours of training that employees at this business received,40.20%,45.93%,7.69%,EMP_TRAIN_HRS_AVG
853,INCOM_LOAN_RESMOR_TOT_PCT,B_SALES_PCT_SERVICE,"Loan Products Income, Residential mortgage loans, Total","Percent of domestic sales, revenues, and grants coming from selling services to customers",40.19%,47.28%,0.00%,SALES_SERVICE_PCT
854,RCPT_S_MERCH_GT50,B_EMPNUM_UNPAID,Did the sale of merchandise account for more than half of the total receipts of this establishment?,Number of individuals who did work for the business but were unpaid,40.15%,45.76%,8.33%,EMP_UNPAID_NUM
855,SENSITIVITY,RESP_REMARKS,Data sensitivity of the records in this file.,Remarks about reported data,40.15%,44.29%,16.67%,REMARKS_WRTIN_TXT
856,MULTIPLE_INVESTORS_NO,B_ANYONE_10_PCT,Does this location have multiple investors?,Yes/No if one person owns 10% or more of the company,40.14%,47.23%,0.00%,OWNED_10_PCT_STAT
857,INV_VAL_FIFO_BGN,O1_ACQ_BUS_YR,"Inventories by Valuation Method, First-in, First-Out (FIFO), Beginning of Year",Year that the first owner initially acquired this business,40.12%,45.44%,10.00%,OWNER_ACQ_YEAR
858,SOC_ASSIST_GOV_PCT,B_COOP,"Social Assitance Services, Government payers","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",40.11%,45.58%,9.09%,COOP_PARTNER_LOC_CHKBOX
859,TAX_DOM_VAL,B_OPEXPENSE ,Provision for current and deferred domestic income taxes,Total domestic operating expenses,40.11%,45.23%,11.11%,EXPS_TOT_VAL
860,EMP_MAR12_COMSYS,B_TYPS_WRKS,"Employment By Occupation, Computer systems design, custom computer programming, and electronic data processing",Types of workers that were used by the business,40.10%,47.17%,0.00%,WRKR_TYPE_CHKBOX
861,RCPT_S_MERCH_GT50_WRTIN,EXPNS,Merchandise that accounted for more than half of the total receipts  write-in description,Amount of total expenses,40.09%,44.96%,12.50%,EXPS_TOT_VAL
862,RCPT_CONTRACT_CENTRAL,B_CONTRACTOUT_TYPE,"Contract Work done by customer location,  Central America, South America, and Caribbean Zone",Type of companies that manufacturing was contracted out to ,40.09%,47.17%,0.00%,MAN_CONTRACTOUT_CHKBOX
863,CLASS_MTHDRECV_RAIL_ARCHIVE,B_IMPROCESS_MARKET ,"Class of Customer,  What is the primary method of receiving bulk liquid products?",Whether the business introduced new or improved methods for marketing methods,40.08%,47.15%,0.00%,IMPROCESS_MARKET_STAT
864,RCPT_CONTRACT_FOREIGN,B_ACTIVITYUFC_SALE ,"Contract Work done by customer location,  Other foreign places",Yes/No if foreign unaffiliated companies conducted marketing or sales services for this business,40.07%,45.67%,8.33%,UNAFFIL_NONUS_SALES_STAT
865,CLASS_EXPT,B_REV ,"Class of Customer,  Export sales",Types of customers that accounted for 10% or more of total sales,40.07%,45.18%,11.11%,CUST_TYPE_10_PCT_SALES_CHKBOX
866,RCPT_MULTCHL_UNBUN_PCT,B_SALES_PCT_OTH,Percentage of receipts for multichannel programming distribution services from “unbundled” or “stand alone” services.,"Percent of domestic sales, revenues, and grants coming from selling services to customers",40.06%,45.96%,6.67%,SALES_OTH_PCT
867,HOTEL_MNG_NAME_TXT,PROMOTEM,Management of Hotel: Name of management company,What was the primary way managers were promoted at this company,40.05%,43.59%,20.00%,EMP_MNG_PROMOTE_CODE
868,CLASS_W_RESALE,B_REV ,"Class of Customer,  Wholesalers/distributors for resale",Types of customers that accounted for 10% or more of total sales,40.04%,47.10%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
869,JOINT_COMPANY_NAME_5,B_COOP,Investors: Company Name of Company Investor 5,Companieswithin the business group ,40.03%,47.10%,0.00%,COOP_PARTNER_LOC_CHKBOX
870,TAX_DOM_FED_VAL,B_RDFUND_US_FEDGOV,Provision for current and deferred domestic income taxes - Federal,Domestic R&D costs paid by U.S. federal government,40.02%,43.55%,20.00%,FUNDS_RD_US_FEDGOV_VAL
871,JOINT_COMPANY_ADDR_STATE_3,O3_NAME_TITLE,"Investors, State of Company Investor 3",Name of third owner,40.01%,47.07%,0.00%,OWNER3_NAME
872,NUMUNITSU3,B_EMPNUM_W2_TOTAL,Total Number of Coop units,Total number of W2 paid employees and owners,40.01%,41.19%,33.33%,EMP_W2_TOT_DNUM
873,PATNT_CARE_OTHR,B_INNOV_SERV,"Patient Care Services Offered,  Other patient services",Whether the business introduced new or improved services,40.00%,44.53%,14.29%,NEW_IMPROVE_SERVICES_STAT
874,INCOM_LOAN_VEH_OTH_PCT,B_CRDSRC_OTHER_WIN,"Loan Products Income, Consumer vehicle loans, Other Fees",Write-in of what lenders the business applied for new credit with ,39.99%,47.05%,0.00%,CREDIT_SRCS_OTH_WRTIN_TXT
875,RCPT_CLIENT_U_COMM,B_COOP,"Class of Customer,  Commercial (Include farms.)",Companies that are the clients or customers outside the business group,39.99%,47.04%,0.00%,COOP_PARTNER_LOC_CHKBOX
876,EMP_JUN12_CONWRK,WEMP,"Second Quarter Employment,  Construction Workers",Number of employees as of March 12th,39.98%,47.03%,0.00%,EMP_MAR12_NUM
877,RCPT_SUBLIN_VAL,EXPNS,Total Subscriber Line Charges Revenue,Amount of total expenses,39.98%,44.09%,16.67%,EXPS_TOT_VAL
878,HOURS_FORGE,B_EMPTRAIN_HRS,"Steel Mill Department Worker Hours,  Forging (presses, hammers, or upsetter), excluding manufacture of nuts, bolts, etc.",Average number of hours of training that employees at this business received,39.93%,45.99%,5.56%,EMP_TRAIN_HRS_AVG
879,ACTCHG_CUM_DBCRD_VAL,TCPEX,"Cumulative effect of accounting changes, net of taxes - principal debits and credits that contribute - Amount",Total capital expenditures,39.92%,46.96%,0.00%,CAPEX_TOT_VAL
