,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
987,JOINT_COMPANY_ADDR_ZIP_5,00327,Investors: ZIP Code of Company Investor 5,Stockholders Equity                  327 Stockholders Equity Stockholders Equity,42.30%
988,REPORTING_ID_TYP_TXT,00031,"""ENT"" = Enterprise reporting Unit (8) ""MU"" = Enterprise reporting unit(2)  ""KAU""= KAU (3)  "" SU"" = SU Rep Unit (2) ""SBM"" Sampled SU that became SBM after initial mail with status change.",Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged,42.20%
989,RCPT_CLIENT_U_COMM,00219,"Class of Customer,  Commercial (Include farms.)",Net Property Plant and Equipment     219 NET PPE Net PPE,42.20%
990,RCPT_APSOFT_PUB_VAL,00101,Total Application Software Publishing Revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",42.20%
991,CERT_COMPLETED_DATE,00021,Contact Information: Date completed,Closing date Closing date Closing date,42.20%
992,REF_PER,RPTB,Survey reference period,Beginning of Report Period nan nan,42.20%
993,CLASS_GOV_COMWLTH,00207,"Class of Customer,  Commonwealth government",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,42.20%
994,RCPT_LOCTEL_VAL,00101,Total Fixed Local Telephony Revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",42.20%
995,INV_E_STDCOST_VAL,00326,"Inventory Valuation Methods: CY, Standard Cost",Capital Stock and Other Capital      326 Capital Stock and Other Capital Capital Stock and Other Capital,42.20%
996,PRCH_AUX_COMSVC,00110,"Auxiliary establishment,  data processing and other purchased computer services",NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,42.20%
997,EXPS_PROGPROD_VAL,00219,Program and Production Costs,Net Property Plant and Equipment     219 NET PPE Net PPE,42.10%
998,BENEFIT_PENSION_CON_PY,P2PAY,Employer's Cost for defined contribution pension plans  Prior Year,Prior Prior quarter payroll from BR nan nan,42.10%
999,RCPT_MOTR_FUEL_DVAL,00101,Coal and Petroleum Products motor carrier revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",42.10%
1000,RCPT_SVCSTA_VALUE,00101,"Value of transfers to other company-owned gasoline stations, fuel oil dealers, and liquefied petroleum (LP) gas dealers","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",42.10%
1001,COST5,00215,How many units available at fifth cost?,All Other Current Assets             215 All Other Current Assets All Other Current Assets,42.10%
1002,PRCH_COMPUTER_OTHEQ_PY,00103,Expensed computer hardware and other equipment   Prior Year,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,42.10%
1003,RCPT_MOTOR_LONG,00101,"Trucking Revenue,  LONG-DISTANCE (motor carrier service between metropolitan areas which may cross North American borders)","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",42.10%
1004,PREV_OWN_ADDR_ZIP_NUM,00219,New Establishment: Former Ownership ZIP Code,Net Property Plant and Equipment     219 NET PPE Net PPE,42.00%
1005,TOTU4INT2,00219,"Total Condo Units, Second Intv",Net Property Plant and Equipment     219 NET PPE Net PPE,42.00%
1006,COST_MAT_TOT,00325,"Cost of Materials,  Total",Treasury Stock at Cost               325 treasury Stock at cost Treasury Stock,42.00%
1007,BENEFIT_PENSION_BEN_PY,P2PAY,Employer's Cost for defined benefit pension plans  Prior Year,Prior Prior quarter payroll from BR nan nan,42.00%
1008,TOTU1INT4,00215,"Total UNFurn Units, Fourth Intv",All Other Current Assets             215 All Other Current Assets All Other Current Assets,42.00%
1009,RCPT_ELEC_RESALE,00101,Revenue from the sale of electricity purchased for resale,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",42.00%
1010,PREV_OWN_ADDR_ST_TXT,00041,New Establishment: Former Ownership ST,Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,42.00%
1011,ACTV_MIO,00021,Active months in operation,Closing date Closing date Closing date,41.90%
1012,PRCH_DATAPROC,00101,Data processing and other purchased computer services,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.90%
1013,RCPT_ADV_CLASS_PCT,00101,Source of Advertising Revenue: Classified,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.90%
1014,EXPS_DATAPROC_VAL,00101,Data Processing and Other Purchased Computer Services,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.90%
1015,EXPS_BENEFIT_PRPCAS_REINS,00207,"Benefits Paid, Property and casualty reinsurance",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,41.90%
1016,PAT_CARE_OTHER_PCT,00103,"Patient Care, Other, including health facility services, such as provisions of space and equipment, meals, nursing care, etc.",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,41.90%
1017,SURVEY_LFO_INDIV_ARCHIVE,00061,"Legal Form of Organization,  What is the Legal Form of Organization for this establishment?",Number of Subsidiary corps Number of Subsidiary Corporations Number of Subsidiary Corporations,41.80%
1018,PRCH_REFUSE,00110,"Water, sewer, refuse removal, and other non-electric utility payments",NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,41.80%
1019,INV_B_IVAL_TOT_DVAL,00214,"Inventory Valuation Methods: PY, LIFO and non-LIFO",Inventories                          214 Inventories Inventories,41.80%
1020,PRCH_PROFTECH_PY,00219,Purchased professional and technical services   Prior Year,Net Property Plant and Equipment     219 NET PPE Net PPE,41.80%
1021,RCPT_APSOFT_PERS_PCT,00101,Source of Application Software Publishing Revenue: Personal,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.80%
1022,FUNDS_DEV_FEDGOV,00305,"Source of Research and Development Funds,  Federal government contracts and subcontracts",Advances and Prepayments by U.S. Gov 305 Advances and Prepayments by the US GOV Advances and Prepayments by the U.S. Gov,41.80%
1023,ELEC_PRCH_KWH_NUM,00219,Electricity purchased,Net Property Plant and Equipment     219 NET PPE Net PPE,41.80%
1024,PROP_MAR12_RN_NP,00103,"Proprietor or Partner by Occupation, Registered nurses and nurse practitioners",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,41.80%
1025,INCOM_UNIT_BROK_BROK_PCT,00213,"Brokering and Dealing Products, Brokering products",Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable,41.70%
1026,PHYSLOC_LGL,00217,"Physical Location,  Legal Boundaries of the city, town, village, etc.",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,41.70%
1027,DIST_NDIST_LRN_TOT_PCT,00083,"Modes of Instruction, Total",EI for Addition 3 EI for addition 3 EI for Addition 3,41.70%
1028,RCPT_BOOK_ONLINE_DVAL,00101,online books revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.70%
1029,PRCH_ENT_COMSVC,00101,"Enterprise payments for other establishments,  data processing and other purchased computer services","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.70%
1030,PROD_QTYPRD_KAOLIN_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of kaolin mined and/or basically prepared for transport at this mine or pit",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,41.60%
1031,PREV_OWN_STAT,00051,New Establishment Acquisition,Own another company-YES/NO Own another company - Yes/No Own another Company-yes/no,41.60%
1032,RCPT_APSOFT_MAIN_DVAL,00101,Mainframe Computer Application Software revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.60%
1033,RCPT_PRDSHIP_C,00219,"Value of product shipped by customer in Puerto Rico,  Construction companies",Net Property Plant and Equipment     219 NET PPE Net PPE,41.60%
1034,COST_AUX_FUEL,00219,"Auxiliary establishments,  Purchased fuels",Net Property Plant and Equipment     219 NET PPE Net PPE,41.60%
1035,PHYSLOC_OFF,00109,True if the operations of this domestic reporting unit are offshore; false otherwise.,Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,41.60%
1036,PROP_MAR12_HLTHOTH,00110,"Proprietor or Partner by Occupation, All other health care employees (Include management and administrative staff.)",NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,41.60%
1037,EMP_MAR12_TOT_W,00101,"Employment By Occupation, Wholesale Total","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.50%
1038,RCPT_MOTR_ELECT_DVAL,00101,Electronic & Precision motor carrier revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.50%
1039,COST12,00215,How many units available at twelfth cost?,All Other Current Assets             215 All Other Current Assets All Other Current Assets,41.50%
1040,ADD_SELFDSG_WRTIN,00104,"Added establishment,  principal business or activity write-in description",Income (loss) from operations        104 Income (loss) from Operation Income (loss) from operations,41.50%
1041,TOTU2INT2,00215,"Total Furn Units, Second Intv",All Other Current Assets             215 All Other Current Assets All Other Current Assets,41.50%
1042,COST6,00215,How many units available at sixth cost?,All Other Current Assets             215 All Other Current Assets All Other Current Assets,41.50%
1043,COST10,00325,How many units available at tenth cost?,Treasury Stock at Cost               325 treasury Stock at cost Treasury Stock,41.40%
1044,MULTIPLE_INVESTORS,00207,Does this location have multiple investors?,St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,41.40%
1045,RCPT_FOOD_CNTRC_OFFICE,00219,"Contract Feeding,  Commercial offices and office buildings",Net Property Plant and Equipment     219 NET PPE Net PPE,41.40%
1046,TYPOP_OTH_WRTIN_TXT,00104,Type of Operation: Other,Income (loss) from operations        104 Income (loss) from Operation Income (loss) from operations,41.40%
1047,MAIL_ADDR_ST_TXT,00022,Company Mailing Address: State,EI of corp Employer Identification Number Employer Identification Number,41.40%
1048,COST11,00215,How many units available at eleventh cost?,All Other Current Assets             215 All Other Current Assets All Other Current Assets,41.30%
1049,RENT_PAY_MACH,00219,Payments for Rental or lease of machinery and equipment,Net Property Plant and Equipment     219 NET PPE Net PPE,41.30%
1050,RCPT_CLIENT_S_NONPROFT_PCT,00101,"Class of Customer,  Not-for-profit organizations (Include religious organizations.)","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.30%
1051,PRCH_AUX_COMMSVC,00219,"Auxiliary establishment, purchased communication services",Net Property Plant and Equipment     219 NET PPE Net PPE,41.30%
1052,EXPS_ACCESS_VAL,00105,Access Charges,Interest Expense                     105 Interest Expense Interest expense,41.30%
1053,INCOM_UNIT_BROK_MARIN_PCT,00325,"Brokering and Dealing Products, Margin interest",Treasury Stock at Cost               325 treasury Stock at cost Treasury Stock,41.30%
1054,INCOM_LEAS_AUTO_TOT_PCT,00301,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Total",Short Term Loans (Loans from Banks)  301 Short Term Loans (Loan from Banks) Short Term Loans (Loan from Banks),41.30%
1055,RCPT_SYSOFT_MAIN_DVAL,00101,Mainframe Computer System Software revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.20%
1056,HOTEL_OWN3RD_STAT,00031,Hotel Management Company: Status,Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged,41.20%
1057,SPACE_SELL,00101,Total under-roof selling space,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",41.20%
1058,COST2,00215,How many units available at second cost?,All Other Current Assets             215 All Other Current Assets All Other Current Assets,41.20%
1059,NUMUNITSU2,00219,Total Number of Furnished units,Net Property Plant and Equipment     219 NET PPE Net PPE,41.20%
1060,RCPT_CLIENT_U_GOV,00318,"Class of Customer,  Government (Exclude utilities.)",Long Term Debt - Other               318 Long Term Debt - Other Long Term Debt - Other,41.20%
1061,SOMA_SURVEY_PERIOD,RPTB,SOMA Survey Period,Beginning of Report Period nan nan,41.20%
1062,PAY_FOUND,CPAY,"Steel Mill Department Wages,  Foundry (iron or steel)",current PAY from BR nan nan,41.10%
1063,PRCH_TAX,00113,Governmental taxes and licensing fees,Provision for income taxes (STATE)   113 Provision for Income Taxes (STATE) Provision for domestic income taxes (STATE),41.10%
1064,OWNSTAT_RACE_VIETN,00041,Race of majority ownership - Is the race of the majority ownership of this establishment Vietnamese?,Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,41.10%
1065,ROBOT_PURCHASE_PY,00216,Number of industrial robots PURCHASED for this plant  Prior Year,Plant and Equipment                  216 Plant and Equipment Plant and Equipment,41.10%
1066,INCL_COST_VALUE_LAND_YES,00219,Was the purchased cost of land or estimated value of raw land included in the receipts for construction work?,Net Property Plant and Equipment     219 NET PPE Net PPE,41.00%
1067,ROBOT_ACTIVE,00216,Number of industrial robots IN OPERATION at this plant,Plant and Equipment                  216 Plant and Equipment Plant and Equipment,41.00%
