,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
771,RCPT_USEDGT75_YES,CAPEX_WW_TOT_VAL,Did the sale of used or secondhand merchandise account for more than 75% of the total sales and receipts reported?,Expenditures: total,49.80%
772,PAY_ANN_LSD_FINANCE,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Finance Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),49.80%
773,EMP_MAR12_NONPRDWRK_NUM,EMP_DOM_TOT_NUM,Nonproduction Worker Employment,Employees of domestic operations,49.80%
774,ARU_TOT_ESTAB,EMP_DOM_TOT_NUM,Alternate Reporting Unit:   Total establishment count,"Total Employees, R&D employees and all others - Total domestic (copy)",49.80%
775,ADD_SELFDSG_WRTIN,EXPS_DOM_RD_CORE_SUM_BC,"Added establishment,  principal business or activity write-in description","Domestic R&D paid for and performed by your company, by business code (Total) (copy)",49.80%
776,RCPT_MOTR_VAL,RCPT_TOT_VAL,Total Motor Carrier Revenue,Worldwide net sales and operating revenues,49.80%
777,JOINT_COMPANY_ADDR_STREET_3,AFFIL_OWNER_FOR_STAT,"Investors,  Street Address of Company Investor 3",Was company owned by a foreign company?,49.80%
778,PROD_QTYPRD_UND_OUT_W,EXPS_WORLD_RD_XTRA_VAL,The total amount  of charges for underground mining by outside contractor,Sum of costs reported in Question 2-2,49.80%
779,EXPS_DIR_CREDITS_VAL,EXPS_DOM_RD_CORE_STOCK_VAL,Other direct credits (charges) to retained earnings,Type of R&D Costs: Stock-based compensation (Domestic),49.80%
780,INV_E_MAT_VAL,ASSET_NET_WW_PPE_VAL,"Inventories: materials, EOY","Assets: property, plant, and equipment",49.70%
781,NAPCS_PRM,EXPS_WORLD_RD_CORE_SUM_BC (business code abbreviated to BC),Sum of Values for Prod_code like 2%,Total of R&D paid for by your company by business code (copy),49.70%
782,INV_VAL_FIFO_END,CAPEX_WW_IIA_VAL,"Inventories by Valuation Method, First-in, First-Out (FIFO), End of Year",Expenditures: identifiable intangible assets,49.70%
783,PAY_ANN_LSD_MINE,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Mining Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),49.70%
784,CLASS_GOV_FED,EXPS_WORLD_RD_RMB_OTHGOV_VAL,"Class of Customer,  Federal government",All other R&D services not included above provided to the federal government or to others not owned by your company,49.70%
785,RCPT_CLIENT_S_FEDGOV,EXPS_WORLD_RD_RMB_OTHGOV_VAL,"Class of Customer, Federal government",All other R&D services not included above provided to the federal government or to others not owned by your company,49.70%
786,INCOM_LEAS_AUTO_TOT_PCT,,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Total","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Lease and rental payments",49.70%
787,DIRECT_PREM_MEDPC_INS,EXPS_DOM_RD_INT_MED_PCT,"Direct Premiums Earned,  Medical malpractice insurance",Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,49.70%
788,EXPS_ADMIN_MEDPC_INS,CAPEX_WW_PPE_VAL,"Adminstrative Expenses, Medical malpractice insurance","Expenditures: property, plant, and equipment",49.60%
789,PAY_ANN_VAL_SUM,EMP_DOM_TOT_NUM,"Sum estabs payroll to KAU_x000D_
Sum KAU payroll to Company","Total Employees, R&D employees and all others - Total domestic (copy)",49.60%
790,RCPT_EXCISE,CAPEX_WW_PPE_VAL,"Estimated amount of excise taxes on items such as gasoline, motor fuel propane, liquor, and tobacco sold by this establishment","Expenditures: property, plant, and equipment",49.60%
791,RCPT_PER_PRNT_DVAL,RCPT_DOM_SUM_BUSINESSCODE,print periodicals revenue,Total domestic net sales and operating revenues (copy),49.60%
792,DIRECT_PREM_TOT,CAPEX_WW_TOT_VAL,"Direct Premiums Earned,  Total",Expenditures: total,49.60%
793,RCPT_CONTRACT_FOREIGN,EXPS_OME_RD_INT_VAL,"Contract Work done by customer location,  Other foreign places",Research and development paid for and performed by your company in Other Middle Eastern Countries,49.60%
794,PAY_ANN_LSD_AGRICULTURE,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll for Agriculutral Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),49.60%
795,RCPT_NONOP_GIFTS_VAL,EXPS_WORLD_RD_RMB_GRANTS_VAL,"Non-operating revenue from contributions, gifts, and grants",R&D paid for by government or private foundation grants,49.50%
796,OPSTAT_ADDR_CITY,DISCON_OPS_STAT,"Operational Status,  New owner/operator,  City, town, village, etc.",Discontinued operations,49.50%
797,RCPT_CLIENT_U_COMM,EXPS_DOM_RD_INT_AGR_PCT,"Class of Customer,  Commercial (Include farms.)",Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,49.50%
798,AFFIL_OWNER_EIN_NUM,PARENTCO_HOLDING_STAT,Ownership or Controlling Company: EIN,Is the parent company a holding company?,49.50%
799,RCPT_CLIENT_S_COMRCL,,"Class of Customer, All other business firms and organizations (Manufacturing, utilities, mining, shopping centers, office buildings, etc.)","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Other purchased services",49.40%
800,RCPT_CUST_IND_DVAL,,SOURCE OF REVENUE - HOUSEHOLD,Sales and operating revenues from domestic operations: Business Code,49.40%
801,PAY_ANN_TOT_S,EMP_WW_NONRD_NUM,Total Leased Annual Payroll from All Clients,All other Employees  - Total Worldwide,49.40%
802,RCPT_CUSTORDGT50_YES_ARCHIVE,CAPEX_WW_TOT_VAL,Were more than half of the sales and receipts of this establishment derived from garments made to customer's order?,Expenditures: total,49.40%
803,EMP_MAR12_PHYASST,EMP_DOM_RD_SS_NUM,"Employment By Occupation, Physician assistants",R&D employees by occupation: R&D support staff - domestic,49.40%
804,EMP_MAR12_LPN,EMP_DOM_RD_SS_NUM,"Employment By Occupation, Licensed practical nurses",R&D employees by occupation: R&D support staff - domestic,49.30%
805,EMP_MAR12_OCCTHER,EMP_DOM_RD_TECH_NUM,"Employment By Occupation, Occupational therapists",R&D employees by occupation: R&D technicians - domestic,49.30%
806,JOINT_COMPANY_ADDR_STREET_4,AFFIL_OWNER_FOR_STAT,"Investors,  Street Address of Company Investor 4",Was company owned by a foreign company?,49.30%
807,PRCH_AUX_REPAIR_BUILD,CAPEX_WW_PPE_VAL,"Auxiliary establishment,  purchased repairs and maintenance to buildings, structures, and offices","Expenditures: property, plant, and equipment",49.30%
808,RCPT_BOOK_PRNT_DVAL,RCPT_DOM_SUM_BUSINESSCODE,print books revenue,Total domestic net sales and operating revenues (copy),49.30%
809,RCPT_PER_OTH_DVAL,RCPT_DOM_SUM_BUSINESSCODE,other media periodicals revenue,Total domestic net sales and operating revenues (copy),49.30%
810,INCOM_LOAN_GOV_OTH_PCT,CAPEX_WW_PPE_VAL,"Loan Products Income, Loans to governments, Other Fees","Expenditures: property, plant, and equipment",49.30%
811,AFFIL_CONTROL_STAT,PARENTCO_HOLDING_STAT,Ownership or Control: Management and Policy Status,Is the parent company a holding company?,49.30%
812,RCPT_PER_PRNT_PCT,RCPT_DOM_SUM_BUSINESSCODE,Source of Periodical Revenue: Print,Total domestic net sales and operating revenues (copy),49.30%
813,PAY_ANN_LSD_CONSTRUCT,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Construction Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),49.20%
814,INV_VAL_OTH_BGN,CAPEX_WW_PPE_VAL,"Inventories by Valuation Method, Other non-LIFO valutation methods, Beginning of Year","Expenditures: property, plant, and equipment",49.20%
815,RCPT_NONOP_PROGSRVC_VAL,,Non-operating revenue from program service,Sales and operating revenues from domestic operations: Business Code,49.20%
816,RCPT_C_OWN_STGOV,ASSET_BK_MA_PPE_VAL,"Ownership of Construction projects,  State and local governments","Acquisitions: property, plant, and equipment",49.20%
817,RCPT_PVTHLTH_INS_VAL,EXPS_DOM_RD_INT_MED_PCT,"Net patient revenues from private health insurance, including Medicare and Medicaid managed care plans",Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,49.20%
818,EMP_DEC12_PRDWRK,EMP_DOM_TOT_NUM,"Fourth Quarter Employment,  Production Workers",Employees of domestic operations,49.20%
819,PROD_QTYPRD_AUG_OUT_W,EXPS_WORLD_RD_XTRA_VAL,"The total amount  of charges for auger, culm bank, silt bank, or dredge mined by outside contractor ",Sum of costs reported in Question 2-2,49.20%
820,PAY_ANN_LSD_REAL_ESTATE,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Real Estate Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),49.20%
821,INCOM_LOAN_NFBUS_OTH_PCT,CAPEX_WW_PPE_VAL,"Loan Products Income, Loans to non-financial businesses, Other Fees","Expenditures: property, plant, and equipment",49.10%
822,JOINT_COMPANY_ADDR_STREET_1,AFFIL_OWNER_FOR_STAT,"Investors,  Street Address of Company Investor 1",Was company owned by a foreign company?,49.10%
823,PREV_OWN_ADDR_ST_TXT,ASSET_BK_MA_PPE_VAL,New Establishment: Former Ownership ST,"Acquisitions: property, plant, and equipment",49.10%
824,COST_CONTRACT_NONPRD,EXPS_DOM_RD_RMB_EXT_VAL,Contract work and nonproduction labor done for you by others,R&D paid for others and performed by others - Domestic (calc),49.10%
825,AFFIL_OWNER_STOCK_STAT,PARENTCO_HOLDING_STAT,Ownership or Control: Percent of Voting Stock Held,Is the parent company a holding company?,49.10%
826,PAY_ANN_LSD_WHOLESALE,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Wholesale Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),49.10%
827,EXPS_PRCH_RESALE_VAL,ASSET_BK_MA_PPE_VAL,Purchases of Products for Resale,"Acquisitions: property, plant, and equipment",49.10%
828,INV_FOREIGN_VAL_END,CAPEX_WW_TOT_VAL,"Inventories, Outside of the United States,  End of Year",Worldwide capital expenditures: total,49.10%
829,RCPT_TOT_VAL_SUM,CAPEX_WW_TOT_VAL,"Sum estabs receipts to KAU _x000D_
Sum KAU receipts to Company",Expenditures: total,49.10%
830,REPORTING_ID,REFPER_CAL_YEAR_STAT,"Reporting Unit ID.  8nnnnnnnnn= Enterprise level or record type 10, 2nnnnnnnnn= Establishment or record type 20, 3nnnnnnnnn= KAU or record type 30",Reporting period,49.10%
831,HOURS_ROLL_SHEET,EMP_DOM_TOT_NUM,"Steel Mill Department Worker Hours,  Sheet and strip mills",Employees of domestic operations,49.10%
832,COMPANYNAME,AFFIL_OWNER_FOR_STAT,Builder Company Name,Was company owned by a foreign company?,49.10%
833,RCPT_PAT_OUTPCKT_VAL,EXPS_DOM_RD_INT_MED_PCT,Net patient revenues from patient out-of-pocket from patients and their families V1,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,49.10%
834,EXPS_FUEL_VAL,CAPEX_WW_PPE_VAL,Purchased Fuels (Except Motor Fuels),"Expenditures: property, plant, and equipment",49.10%
835,EMP_MAR12_DENT,EMP_DOM_RD_TECH_NUM,"Employment By Occupation, Dentists - licensed practitioners having D.M.D., D.D.S., or D.D.Sc. Degree",R&D employees by occupation: R&D technicians - domestic,49.00%
836,RCPT_WORKCOMP_VAL,EXPS_DOM_RD_INT_MED_PCT,Net patient revenues from government payers: Workers' Compensation,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,49.00%
837,RCPT_BILL_PAY_DVAL,CAPEX_WW_TOT_VAL,Gross Billings x Payroll Services,Expenditures: total,49.00%
838,RCPT_ELEC_RESALE,EXPS_DOM_RD_INT_ENRG_PCT,Revenue from the sale of electricity purchased for resale,Domestic R&D paid for and performed by your company (percentage) - Energy applications,49.00%
839,OWN_NAME,ASSET_NET_WW_PPE_VAL,Owner name.,"Assets: property, plant, and equipment",49.00%
840,RCPT_CUST_TOT_PCT,CAPEX_WW_TOT_VAL,Class of Customer: Total,Expenditures: total,49.00%
841,RCPT_SYSOFT_PUB_VAL,EXPS_DOM_RD_INT_SOFT_PCT,Value for total system software,Domestic R&D paid for and performed by your company (percentage) - Software products or software embedded in other projects or products,49.00%
842,RCPT_C_OWN_PRVT,ASSET_BK_MA_PPE_VAL,"Ownership of Construction projects,  Private businesses and individuals","Acquisitions: property, plant, and equipment",48.90%
843,INV_OUTPR_BGN,EMP_PRI_TOT_NUM,"Inventories,  Stored or en route, OUTSIDE Puerto Rico,  Beginning of Year",Total employees in Puerto Rico,48.90%
844,SURVEY_LFO,EXPS_DOM_RD_EXT_OTHUS_VAL,"Legal Form of Organization,  What is the Legal Form of Organization for this establishment?",All other organizations located inside the US,48.90%
845,PAY_METAL_TOT,EMP_SD_TOT_NUM,"Steel Mill Department Wages,  Total",Total employees in South Dakota,48.90%
846,ASSET_LAND_MINERAL_VAL,ASSET_BK_MA_PPE_VAL,Land and mineral rights,"Acquisitions: property, plant, and equipment",48.90%
847,HOURS_ROLL_WIRE,EMP_DOM_TOT_NUM,"Steel Mill Department Worker Hours,  Wiredrawing mills",Employees of domestic operations,48.90%
848,EMP_JUN12_OTHWRK_C,EMP_DOM_RD_PTRD_NUM,"Second Quarter Employment,  Other Construction Employees",Domestic FTE R&D employees: Part-time employees working on R&D ,48.80%
849,TELEMEDICINE_SER_Y_ARCHIVE,EXPS_WORLD_RD_RMB_MED_VAL,Receive Revenues from telemedicine services,Medical nonclinical R&D services provided to others,48.80%
850,PRCH_DATAPROC_PY,,Data processing and other purchased computer services   Prior Year,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Other purchased services",48.80%
851,OWNSTAT_MF_ARCHIVE,EMP_DOM_RD_MALE_NUM,What is the sex of majority ownership of this establishment?,R&D employees by sex: Male domestic,48.80%
852,SSCID,EXPS_DOM_RD_CORE_SUM_BC,Control Number - Sponsoring division control number used for tracking purposes.,"Domestic R&D paid for and performed by your company, by business code (Total) (copy)",48.80%
853,INV_VAL_OTH_END,CAPEX_WW_IIA_VAL,"Inventories by Valuation Method, Other non-LIFO valutation methods, End of Year",Expenditures: identifiable intangible assets,48.80%
854,COST2,EXPS_WORLD_RD_XTRA_VAL,How many units available at second cost?,Sum of costs reported in Question 2-2,48.80%
855,AFFIL_OWNER_ADDR_STREET,PARENTCO_HOLDING_STAT,Street Address of the owning or controlling company,Is the parent company a holding company?,48.80%
856,RENT_PAY_TOT_PY,CAPEX_WW_PPE_VAL,"Payments for Rental or lease of buildings, other structures, machinery, and equipment Total Prior Year","Expenditures: property, plant, and equipment",48.80%
857,EXPS_REPAIR_NO,OPSTAT_CEASED_STAT,"Was this consolidated reporting unit involved in maintenance and repair of buildings, structures, or communication lines owned by your enterprise?",Has your company ceased operations?,48.70%
858,COST3,EXPS_WORLD_RD_XTRA_VAL,How many units available at third cost?,Sum of costs reported in Question 2-2,48.70%
859,INV_CY_FIFO_VAL,CAPEX_WW_IIA_VAL,"Inventory Valuation Methods: CY, FIFO",Worldwide capital expenditures: identifiable intangible assets,48.70%
860,PAY_MANOTH,EXPS_DOM_RD_CORE_WAGE_VAL,"Steel Mill Department Wages,  Other manufacturing or fabricating departments_x000D_
(nuts, bolts, steel containers, etc.)","Type of R&D Costs: Salaries, wages and fringe benefits (Domestic)",48.70%
861,GRANTS_TRANSFERS_NO_ARCHIVE,CAPEX_WW_PPE_VAL,"Did this establishment do any of the following:  Award grants, Make gifts or contributions, Make payments to, or on behalf of, specific individuals,  Pay assessments (dues) to the parent or other chapters of the same organization, or Transfer funds raised by this establishment to charities or other organizations for charitable purposes?","Expenditures: property, plant, and equipment",48.60%
862,RCPT_FOOD_IMMCNSUM_GT50,CAPEX_WW_PPE_VAL,"Were more than half of the total sales and receipts of this establishment derived from the sale of prepared food, including refreshments, for immediate consumption?","Expenditures: property, plant, and equipment",48.60%
863,HOTEL_OWNNOTMNG_NUM,EMP_AZ_TOT_NUM,Number of Hotel Establishments: Managed by others,Total employees in Arizona,48.60%
864,INCOM_AFT_INCOM_TAX_VAL,RCPT_TOT_SUM_BUSINESSCODE_ELIM,Income (loss) before extraordinary items and cumulative effect of accounting changes,Worldwide sales and operating revenue less eliminations,48.60%
865,RCPT_CLIENT_U_TOT_PCT,CAPEX_WW_TOT_VAL,"Class of Customer,  Total Utilities",Expenditures: total,48.60%
866,INV_VAL_FIFO_BGN,CAPEX_WW_IIA_VAL,"Inventories by Valuation Method, First-in, First-Out (FIFO), Beginning of Year",Expenditures: identifiable intangible assets,48.60%
867,RCPT_COMSN,RCPT_UTPAT_FOR_STAT,Did this establishment earn commissions for the sale of merchandise?,Was any of the revenue reported in Questions 7-7 or 7-8 received from companies or organizations located outside the United States?,48.60%
868,INCOM_LOAN_VEH_OTH_PCT,CAPEX_DOM_PPE_VAL,"Loan Products Income, Consumer vehicle loans, Other Fees","Domestic capital expenditures: property, plant, and equipment",48.60%
869,COST_CONTRACT,EXPS_GBR_RD_RMB_INT_VAL,Contract work done for you by others,Research and development performed by your company and paid for by others in United Kingdom,48.50%
870,RCPT_NONPT_DVAL,EXPS_DOM_RD_INT_MED_PCT,Derived non patient care revenue,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,48.50%
871,RCPT_PRDSHIP_US,RCPT_DOM_VAL,"Value of product shipped by customer location, US and Territories",Net sales and operating revenues from domestic operations,48.50%
872,PAT_CARE_OUT_VISIT_PCT,EXPS_WORLD_RD_RMB_MEDTRIAL_VAL,"Patient Care, Outpatient visits and consultations - evaluation and management services",Phase I-III medical clinical trial services,48.50%
