,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Actual MDR's Variable
871,PRCH_TRANS_OTHMOTOR,B_IMPROCESS_LOG ,"Purchased Transportation,  Other motor carriers","Whether the business introduced new or improved methods for logistics, delivery or distribution methods",48.60%,IMPROCESS_LOG_STAT 
872,TOC_TOT,B_WORKHOME_PCT_TOTAL,"Percent of Construction Work for Other Types of Construction, Total",Total percent entered from work from home questions,48.60%,WORK_HOME_TOT_PCT
873,EMP_MAR12_OTHWRK_M_PY,WEMP,"First  Quarter Employment,  Other Manufacturing Employees  Prior Year",Number of employees as of March 12th,48.60%,EMP_MAR12_NUM
874,EXPS_CONTRACT_VAL,B_CONTRACTOUT,Cost Contract Work,Yes/No if business contracted out manufacturing tasks,48.60%,MAN_CONTRACTOUT_STAT
875,ELEC_SOLD_KWH_PY,B_OPEXPENSE ,Quantity of electricity sold or transferred to other domestic reporting units  Prior Year,Total domestic operating expenses,48.60%,EXPS_TOT_VAL
876,PRCH_AUX_REPAIR_TRANS,B_EXPCOST_EQUIP,"Auxiliary establishment, purchased repairs and maintenance to transportation equipment",R&D capital expenditures for equipment,48.60%,CAPEX_RD_OPS_EQUIP_VAL
877,EXPS_ADMIN_SUREPC_INS,EXPNS,"Adminstrative Expenses, Surety and related insurance",Amount of total expenses,48.60%,EXPS_TOT_VAL
878,INV_VAL_AVG,TCPEX,"Inventories by Valuation Method, Average Cost",Total capital expenditures,48.50%,CAPEX_TOT_VAL
879,HOTEL_MNG_ADDL_WRTIN_TXT,B_COOP,Management of Hotel: Other management companies,Companieswithin the business group ,48.50%,COOP_PARTNER_LOC_CHKBOX
880,AFFIL_FOR_ADDR_CNTRY,B_ACTIVITYUFC_ADMIN ,"Country of the foreign entity (company, individual, government, etc.)",Yes/No if foreign affiliated companies conducted administrative or management functions for this business,48.50%,AFFIL_NONUS_ADMIN_STAT
881,AFFIL_OWNER_ADDR_CITY_TXT,B_OWNERNUM,Ownership or Controlling Company: City,Number of owners of the business,48.50%,OWNER_NUM_STAT
882,RETAIN_EARN_VAL,B_EXPCOST_OTH ,Retained earnings,All other R&D capital expenditures,48.50%,CAPEX_RD_OPS_OTH_VAL
883,EIN_STAT_NO_ARCHIVE,B_EMPNUM_W2_NON_OWNER ,Is the Employer Identification Number correct?,Number of employees who received a W2 from this business,48.40%,EMP_W2_NONOWNER_NUM
884,EMP_JUN12_PRDWRK_PY,B_EMPNUM_W2_NON_OWNER ,"Second Quarter Employment,  Production Workers  Prior Year",Number of employees who received a W2 from this business,48.40%,EMP_W2_NONOWNER_NUM
885,INCOM_EXPS_NOP_DBCRD5_TXT,B_EXPCOST_OTH ,Nonoperating income and expenses - principal debits and credits that contribute - Description - 5,All other R&D capital expenditures,48.40%,CAPEX_RD_OPS_OTH_VAL
886,ASSET_LAND_MINERAL_VAL,B_EXPCOST_LAND,Land and mineral rights,R&D capital expenditures for land acquisition,48.40%,CAPEX_RD_OPS_LAND_VAL
887,AFFIL_SPL_ESTAB,B_OWNERNUM,Number of affiliated locations (child establishments) with the same EIN,Number of owners of the business,48.40%,OWNER_NUM_STAT
888,OPSTAT_EIN_NUM,O1_OTH_BUS_WIN,Operational Status: Sold or Leased EIN,Other status of the previous business Owner 1 started most recently,48.40%,PREV_BUS_OWN_TXT
889,RCPT_BRDBND_BUN_PCT,B_SALES_PCT_GRANT,Percentage of receipts for broadband internet access from “bundled” services,"Percent of domestic sales, revenues, and grants coming from selling services to customers",48.40%,SALES_GRANT_PCT
890,EMP_MAR12_PRDWRK_PY,WEMP,"First  Quarter Employment,  Production Workers  Prior Year",Number of employees as of March 12th,48.30%,EMP_MAR12_NUM
891,INCOM_LOAN_FBUS_ORI_PCT,B_CRDSRC_OTHER_WIN,"Loan Products Income,  Loans to financial businesses, Origination Fees",Write-in of what lenders the business applied for new credit with ,48.30%,CREDIT_SRCS_OTH_WRTIN_TXT
892,INCOM_EXPS_NOP_DBCRD4_TXT,B_EXPCOST_BLDG,Nonoperating income and expenses - principal debits and credits that contribute - Description - 4,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,48.30%,CAPEX_RD_OPS_BLDG_VAL
893,RECORD_STORENUM_TXT,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",Store number,Contact Information: Phone,48.30%,CERT_PHONE_NUM
894,NEWCON_NO_ARCHIVE,EXTERNALCPA,"Was this consolidated reporting unit involved in new construction or renovation of buildings, structures, or communication lines?","Did this company retain an external Certified Public Accountant to conduct an audit, review, or compilation of its financial statements",48.30%,CPA_EXTRN_RETAIN_CODE
895,INCOM_LOAN_NFBUS_ORI_PCT,B_CRDSRC_OTHER_WIN,"Loan Products Income, Loans to non-financial businesses, Origination Fees",Write-in of what lenders the business applied for new credit with ,48.30%,CREDIT_SRCS_OTH_WRTIN_TXT
896,FGINFO_ADDR2,"
RESP_TITLE   ",Second address line of F/G contact person,Contact Information: Title,48.30%,CERT_TITLE_TXT
897,EMP_SEP12_CONWRK,WEMP,"Third Quarter Employment,  Construction Workers",Number of employees as of March 12th,48.30%,EMP_MAR12_NUM
898,LIAB_STOCKHOLD_TOT_VAL,TCPEX,TOTAL LIABILITIES AND STOCKHOLDERS' EQTY,Total capital expenditures,48.30%,CAPEX_TOT_VAL
899,RCPT_PRDSHIP_C,B_ACTIVITYUFC_LOG ,"Value of product shipped by customer in Puerto Rico,  Construction companies",Yes/No if foreign unaffiliated companies conducted distribution and logistics for this business,48.30%,UNAFFIL_NONUS_LOGSTC_STAT
900,RCPT_BOOK_PRNT_PCT,B_SALES_PCT_GOODS,Source of Book Revenue: Print,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",48.30%,SALES_GOODS_PCT
901,RCPT_CONTRACT_US,B_ACTIVITYUFC_SALE ,"Contract Work done by customer location,  U.S. and Territories",Yes/No if foreign affiliated companies conducted marketing or sales services for this business,48.30%,AFFIL_NONUS_SALES_STAT
902,RCPT_CONTRACT_CLASS_TOT,B_EMPNUM_UNPAID,"Contract Work done by customer in Puerto Rico,  Total",Number of individuals who did work for the business but were unpaid,48.30%,EMP_UNPAID_NUM
903,PRCH_DATAPROC,B_ACTIVITYUFC_INFO,Data processing and other purchased computer services,Yes/No if foreign affiliated companies conducted information and communication tech services for this business,48.20%,AFFIL_NONUS_INFOTEC_STAT
904,INCOM_EXPS_NOP_DBCRD3_TXT,B_EXPCOST_OTH ,Nonoperating income and expenses - principal debits and credits that contribute - Description - 3,All other R&D capital expenditures,48.20%,CAPEX_RD_OPS_OTH_VAL
905,EXPS_DATAPROC_VAL,B_ACTIVITYUFC_INFO,Data Processing and Other Purchased Computer Services,Yes/No if foreign affiliated companies conducted information and communication tech services for this business,48.20%,AFFIL_NONUS_INFOTEC_STAT
906,AFFIL_OWNER_ADDR_STREET_TXT,"
RESP_TITLE   ",Ownership or Controlling Company: Mailing Address,Contact Information: Title,48.20%,CERT_TITLE_TXT
907,INV_VAL_STD,B_CAPEXP_TOTAL,"Inventories by Valuation Method, Standard Cost",Amount of capital expenditures,48.20%,CAPEX_TOT_VAL
908,RCPT_MEDICAID_VAL,B_SALES_PCT_GRANT,Net patient revenues from government payers: Medicaid,"Percent of domestic sales, revenues, and grants coming from selling services to customers",48.20%,SALES_GRANT_PCT
909,SOC_ASSIST_TOT_PCT,NPSY,"Social Assitance Services, Total",Amount of internal research funds allocated to social sciences,48.20%,EXPS_RSRCH_SOC_SCIENCE_VAL
910,HOURS_COKE,B_TYPS_WRKS,"Steel Mill Department Worker Hours,  Coke Ovens",Types of workers that were used by the business,48.20%,WRKR_TYPE_CHKBOX
911,RCPT_C_OWN_STGOV,B_OWNED_GOVT_TRIBAL,"Ownership of Construction projects,  State and local governments",Yes/No if business is owned by a government or tribal entity,48.20%,OWNED_GOV_TRIBAL_STAT
912,EXPS_ADMIN_WRKPC_INS,EXPNS,"Adminstrative Expenses, Workers' compensation insurance",Amount of total expenses,48.20%,EXPS_TOT_VAL
913,EMP_MAR12_LSD_TOT_S,B_EMPNUM_W2_TOTAL,TOTAL Q1 LEASED EMPLOYMENT FOR ALL CLIENTS,Total number of W2 paid employees and owners,48.10%,EMP_W2_TOT_DNUM
914,CERT_DATE_TO_YEAR,EXTERNALCPA,"Certification,  Year covered by this report (to)","Did this company retain an external Certified Public Accountant to conduct an audit, review, or compilation of its financial statements",48.10%,CPA_EXTRN_RETAIN_CODE
915,INCOM_LOAN_FBUS_OTH_PCT,B_SALES_PCT_SERVICE,"Loan Products Income,  Loans to financial businesses, Other Fees","Percent of domestic sales, revenues, and grants coming from selling services to customers",48.10%,SALES_SERVICE_PCT
916,HOURS_ROLL_TIN,B_TYPS_WRKS,"Steel Mill Department Worker Hours,  Tinmills",Types of workers that were used by the business,48.10%,WRKR_TYPE_CHKBOX
917,MINIMILL_YES,B_TYPS_WRKS,Was this establishment considered a mini-mill?,Types of workers that were used by the business,48.00%,WRKR_TYPE_CHKBOX
918,EMP_MAR12_NUM,WEMP,Employment: Q1,Number of employees as of March 12th,48.00%,EMP_MAR12_NUM
919,PREV_OWNER_ADDR_ZIP,O1_OTH_BUS_WIN,ZIP Code of Former Owner or operator,Other status of the previous business Owner 1 started most recently,48.00%,PREV_BUS_OWN_TXT
920,RCPT_OWN_VAL,B_SALES_PCT_GOODS,Commissions and Fee: Product sales,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",48.00%,SALES_GOODS_PCT
921,EMP_SEP12_PRDWRK_PY,WEMP,"Third Quarter Employment,  Production Workers  Prior Year",Number of employees as of March 12th,48.00%,EMP_MAR12_NUM
922,CERT_DATE_FROM_YEAR,EXTERNALCPA,"Certification,  Year covered by this report (from)","Did this company retain an external Certified Public Accountant to conduct an audit, review, or compilation of its financial statements",48.00%,CPA_EXTRN_RETAIN_CODE
923,NAME2,O2_NAME_TITLE,Company Secondary Name,Name of second owner,48.00%,OWNER2_NAME
924,AFFIL_OWNER_ADDR_ZIP_NUM,B_OWNERNUM,Ownership or Controlling Company: ZIP Code,Number of owners of the business,48.00%,OWNER_NUM_STAT
925,OPSTAT_ADDR_ZIP_NUM,O1_OTH_BUS_WIN,Operational Status: Sold or Leased ZIP,Other status of the previous business Owner 1 started most recently,47.90%,PREV_BUS_OWN_TXT
926,FGINFO_PO,RESP_CONTACT_NAME ,City of F/G contact person,Contact Information: Name,47.90%,CERT_NAME_TXT
927,PAY_QTR1_NONPRDWRK_VAL,WZWAGE,First Quarter Payroll - Nonproduction Workers,Amount of internal research funds allocated to payroll for internal employees,47.90%,EXPS_RSRCH_PAYROLL_VAL
928,DIRECT_PREM_TOT,EXPNS,"Direct Premiums Earned,  Total",Amount of total expenses,47.90%,EXPS_TOT_VAL
929,RCPT_FOOD_CNTRC_GOV,B_COOP,"Contract Feeding, Governmental organizations (Federal, state, local), including correctional facilities","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",47.90%,COOP_PARTNER_LOC_CHKBOX
930,RCPT_APSOFT_ENTR_DVAL,B_SALES_PCT_SERVICE,Enterprise or Network Application revenue,"Percent of domestic sales, revenues, and grants coming from selling services to customers",47.80%,SALES_SERVICE_PCT
931,INV_LIFO_NET_END,B_CAPEXP_TOTAL,"Inventories, Total Inventories after LIFO adjustment,  End of Year",Amount of capital expenditures,47.80%,CAPEX_TOT_VAL
932,INCOM_EXPS_NOP_DBCRD1_VAL,EXPNS,Nonoperating income and expenses - principal debits and credits that contribute - Amount - 1,Amount of total expenses,47.80%,EXPS_TOT_VAL
933,PAY_COKE,B_TYPS_WRKS,"Steel Mill Department Wages, Coke Ovens",Types of workers that were used by the business,47.80%,WRKR_TYPE_CHKBOX
934,TOTU4INT3,O3_PCT_OWNED ,"Total Condo Units, Third Intv",Percent owned by third owner,47.80%,OWNER3_PCT
935,TAXSTAT,B_RDSTTX,Tax exempt status,Yes/No if business filed for the state tax credit for increasing research activities,47.70%,RSRCH_ST_TAXCRED_STAT
936,INCOM_EXPS_NOP_DBCRD2_TXT,B_EXPCOST_OTH ,Nonoperating income and expenses - principal debits and credits that contribute - Description - 2,All other R&D capital expenditures,47.70%,CAPEX_RD_OPS_OTH_VAL
937,ACTCHG_CUM_DBCRD_VAL,B_CAPEXP_TOTAL,"Cumulative effect of accounting changes, net of taxes - principal debits and credits that contribute - Amount",Amount of capital expenditures,47.70%,CAPEX_TOT_VAL
938,RCPT_ADV_CLASS_DVAL,B_SALES_PCT_SERVICE,classified advertising revenue,"Percent of domestic sales, revenues, and grants coming from selling services to customers",47.70%,SALES_SERVICE_PCT
939,RCPT_PRDSHIP_FOREIGN,B_ACTIVITYUFC_LOG ,"Value of product shipped by customer location, other foreign places",Yes/No if foreign affiliated companies conducted distribution and logistics for this business,47.70%,AFFIL_NONUS_LOGSTC_STAT
940,RCPT_MEDICARE_VAL,B_SALES_PCT_GRANT,Net patient revenues from government payers: Medicare,"Percent of domestic sales, revenues, and grants coming from selling services to customers",47.70%,SALES_GRANT_PCT
941,EMP_MACH,B_CONTRACTIN_TYPE ,"Selected MetalWorking Employment,  Machine shop",Types of companies that this business performed manufacturing for,47.70%,MAN_CONTRACTIN_CHKBOX
942,HOTEL_MNG_EIN_NUM,B_ACTIVITYUFC_ADMIN ,Management of Hotel: EIN of management company,Yes/No if foreign affiliated companies conducted administrative or management functions for this business,47.70%,AFFIL_NONUS_ADMIN_STAT
943,PREV_OWN_CNTRY_TXT,O1_OTH_BUS_WIN,New Establishment: Former Ownership Country,Other status of the previous business Owner 1 started most recently,47.60%,PREV_BUS_OWN_TXT
944,RENT_PAY_BUILD,B_EXPCOST_BLDG,Payments for Rental or lease of buildings and other structures,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,47.60%,CAPEX_RD_OPS_BLDG_VAL
945,RENT_PAY_MACH_PY,CPEQP,Payments for Rental or lease of machinery and equipment  Prior Year,Total capital expenditures for research operations that went towards equipment,47.60%,CAPEX_RSRCH_EQUIP_VAL
946,EXPS_ADMIN_PRDPC_INS,B_RDFUND_US_THISBUS,"Adminstrative Expenses, Product liability insurance",Domestic R&D costs paid by this business,47.60%,FUNDS_RD_US_OWN_VAL
947,NUMUNITSU3,B_OWNERNUM,Total Number of Coop units,Number of owners of the business,47.60%,OWNER_NUM_STAT
948,INV_VAL_FIFO_END,B_CAPEXP_TOTAL,"Inventories by Valuation Method, First-in, First-Out (FIFO), End of Year",Amount of capital expenditures,47.60%,CAPEX_TOT_VAL
949,HOURS_FOUND,B_TYPS_WRKS,"Steel Mill Department Worker Hours, Foundry (iron or steel)",Types of workers that were used by the business,47.60%,WRKR_TYPE_CHKBOX
950,FOOD_CONCSN,B_OPR_FRANCHISED ,"True if this establishment operated as a concession in a stadium, arena, or other recreation or amusement place at which food was made available to the general public in 2017; false otherwise",Yes/No if all or part of the business operates as a franchise,47.60%,FRANCHISED_STAT
951,PAY_ANN_LSD_EDU,WZWAGE,Leased Annual Payroll from Educational Clients,Amount of internal research funds allocated to payroll for internal employees,47.60%,EXPS_RSRCH_PAYROLL_VAL
952,INCOM_LOAN_OTHHOM_ORI_PCT,B_SALES_PCT_SERVICE,"Loan Products Income, Other secured or guaranteed home loans to consumers - includes home eqty loans, Origination Fees","Percent of domestic sales, revenues, and grants coming from selling services to customers",47.60%,SALES_SERVICE_PCT
953,ASSISTANCE,B_IMPROCESS_ADMIN ,Management provides assistance with managing finances,Whether the business introduced new or improved methods for administration and management activities,47.50%,IMPROCESS_ADMIN_STAT
954,INCOM_EXPS_NOP_DBCRD1_TXT,B_EXPCOST_OTH ,Nonoperating income and expenses - principal debits and credits that contribute - Description - 1,All other R&D capital expenditures,47.50%,CAPEX_RD_OPS_OTH_VAL
955,INV_YES,B_CONTRACTIN_TYPE ,"Did this establishment own inventories, regardless of where held?",Types of companies that this business performed manufacturing for,47.50%,MAN_CONTRACTIN_CHKBOX
956,HOURS_BLAST,B_TYPS_WRKS,"Steel Mill Department Worker Hours,  Blast Furnaces",Types of workers that were used by the business,47.50%,WRKR_TYPE_CHKBOX
957,RCPT_CUST_RES_PCT,B_REV ,Class of Customer: Residential,Types of customers that accounted for 10% or more of total sales,47.50%,CUST_TYPE_10_PCT_SALES_CHKBOX
958,PRCH_AUX_OTHEXPS_WRTIN,EXPNS,"Auxiliary establishment,  all other selected expenses write-in description",Amount of total expenses,47.50%,EXPS_TOT_VAL
959,BUS_TECH_GUD_VEH_DEV,B_NEWCUSTSTART_REASON,Developed in-house,Why this new/customized product or service was developed,47.40%,NEW_CUST_PROD_START_REASON_STAT
960,ADDR_CITY,"
RESP_TITLE   ",Mailing Address City,Contact Information: Title,47.40%,CERT_TITLE_TXT
961,PAY_SVS,B_TYPS_WRKS,"Steel Mill Department Wages, Service or auxiliary operations (all other activities not directly assignable)",Types of workers that were used by the business,47.40%,WRKR_TYPE_CHKBOX
962,EMP_MAR12_PY,FYEND_MONTH,"First  Quarter Employment,  Prior Year",Month that fiscal year ends ,47.40%,FY_END_DATE
