name,definition
PROD_4002025000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002050000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002075000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002100000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002125000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002150000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002175000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002200000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002225000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002250000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002275000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002300000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002325000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002350000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002375000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002400000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002425000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002450000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002475000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002485000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002500000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002525000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002550000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002560000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002575000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002600000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002625000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002650000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002675000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002700000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002725000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002750000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002775000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002780000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002800000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002825000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002830000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002850000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002875000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002925000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002950000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002970000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4002975000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003000000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003025000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003050000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003075000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003100000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003125000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003150000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003175000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003200000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003210000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003225000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003250000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003275000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003300000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003310000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003325000,The Gross Sales of each product manufactured or mined by this establishment 
PROD_4003350000,The Gross Sales of each product manufactured or mined by this establishment 
